,company,level,title,yearsofexperience,yearsatcompany,tag,gender,dmaid,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic
29598,other,other,Software Engineer,21.0,15.0,other,Male,535.0,0,0,0,0,1,0,1,0,0,0
39709,microsoft,other,Product Manager,5.0,5.0,other,Male,819.0,0,1,0,0,0,0,1,0,0,0
36552,oracle,other,Software Engineer,4.0,0.0,API Development (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
40406,other,other,Software Engineer,0.0,0.0,Full Stack,Male,602.0,0,1,0,0,0,1,0,0,0,0
37864,microsoft,other,Software Engineer,2.0,0.0,API Development (Back-End),Male,819.0,0,1,0,0,0,1,0,0,0,0
34762,google,L6,Product Manager,10.0,0.0,other,Male,819.0,1,0,0,0,0,0,0,0,1,0
26024,other,other,Product Designer,5.0,2.0,User Experience (UX),Female,807.0,1,0,0,0,0,1,0,0,0,0
46934,facebook,E5,Software Engineer,4.0,0.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
38848,oracle,other,Product Manager,3.0,1.0,Product,Male,751.0,1,0,0,0,0,0,1,0,0,0
61496,facebook,other,Software Engineer,0.0,0.0,other,Female,807.0,0,1,0,0,0,0,1,0,0,0
56509,facebook,other,Software Engineer,8.0,6.0,ML / AI,Male,807.0,0,0,1,0,0,1,0,0,0,0
49564,amazon,L6,Software Engineer,10.0,10.0,Distributed Systems (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
61523,amazon,L5,Software Engineer,5.0,0.0,Full Stack,Male,819.0,0,1,0,0,0,0,1,0,0,0
38134,other,L2,Software Engineer,3.0,3.0,Distributed Systems (Back-End),Male,506.0,1,0,0,0,0,1,0,0,0,0
56563,microsoft,other,Software Engineer,12.0,1.0,other,Male,819.0,0,0,1,0,0,1,0,0,0,0
25138,other,other,Management Consultant,2.0,2.0,other,Female,807.0,0,1,0,0,0,0,0,0,0,1
58531,other,other,Product Manager,3.0,0.0,other,Female,807.0,1,0,0,0,0,1,0,0,0,0
31635,microsoft,other,Hardware Engineer,20.0,7.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
56817,microsoft,other,Software Engineer,1.0,0.0,other,Female,819.0,0,1,0,0,0,0,0,1,0,0
24870,other,other,Software Engineer,15.0,15.0,other,Male,820.0,1,0,0,0,0,1,0,0,0,0
58825,google,L3,Software Engineer,0.0,0.0,API Development (Back-End),Male,807.0,0,1,0,0,0,0,1,0,0,0
42686,ibm,other,Software Engineer,2.0,2.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
60272,other,other,Software Engineer,6.0,6.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
42113,other,L3,Software Engineer,4.0,2.0,API Development (Back-End),Male,501.0,1,0,0,0,0,1,0,0,0,0
54178,other,other,Software Engineer,15.0,13.0,Data,Male,0.0,1,0,0,0,0,0,1,0,0,0
36795,google,L4,Software Engineer,5.0,3.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
37165,other,L5,Software Engineer,4.0,2.0,Full Stack,Male,807.0,1,0,0,0,0,1,0,0,0,0
48576,amazon,L4,Software Engineer,2.0,2.0,Full Stack,Male,819.0,0,1,0,0,0,0,1,0,0,0
36176,other,other,Software Engineer,0.0,0.0,Full Stack,Male,0.0,0,1,0,0,0,1,0,0,0,0
31314,other,other,Hardware Engineer,3.0,0.0,other,Female,825.0,1,0,0,0,0,1,0,0,0,0
42864,other,other,other,4.0,0.0,other,Male,803.0,0,1,0,0,0,0,1,0,0,0
44245,cisco,other,Software Engineer,1.0,0.0,Distributed Systems (Back-End),Male,0.0,1,0,0,0,0,0,1,0,0,0
31317,other,L4,Software Engineer,4.0,1.0,Distributed Systems (Back-End),Male,819.0,0,0,1,0,0,1,0,0,0,0
47091,other,other,Software Engineer,6.0,6.0,other,Male,623.0,0,1,0,0,0,0,1,0,0,0
48171,other,other,Software Engineer,15.0,5.0,DevOps,Male,807.0,0,1,0,0,0,0,0,1,0,0
60931,other,other,Software Engineer,20.0,8.0,other,Male,other,0,1,0,0,0,0,1,0,0,0
33632,other,other,Software Engineer,8.0,2.0,Full Stack,Male,0.0,0,1,0,0,0,1,0,0,0,0
36789,microsoft,other,Software Engineering Manager,15.0,0.0,DevOps,Female,819.0,1,0,0,0,0,1,0,0,0,0
26328,amazon,L7,Software Engineer,15.0,2.0,Full Stack,Male,819.0,0,1,0,0,0,0,1,0,0,0
42272,amazon,L6,Product Manager,10.0,6.0,Product,Male,819.0,0,1,0,0,0,0,1,0,0,0
29914,other,other,Software Engineer,2.0,2.0,other,Female,807.0,0,1,0,0,0,0,1,0,0,0
50159,other,L4,Software Engineer,2.0,2.0,Full Stack,Male,0.0,0,1,0,0,0,1,0,0,0,0
45678,other,other,Software Engineer,7.0,0.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
52870,google,L3,Software Engineer,4.0,1.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
41922,amazon,L5,Software Engineer,5.0,2.0,Web Development (Front-End),Female,819.0,1,0,0,0,0,1,0,0,0,0
55293,intel,other,Hardware Engineer,8.0,5.0,other,Male,807.0,0,0,1,0,0,1,0,0,0,0
32879,other,other,other,4.0,2.0,other,Female,0.0,0,1,0,0,0,0,1,0,0,0
44283,other,other,Software Engineer,7.0,3.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
45445,amazon,L5,Technical Program Manager,10.0,0.0,other,Male,819.0,0,1,0,0,0,1,0,0,0,0
39712,other,L3,Product Manager,7.0,2.0,Product,Female,819.0,1,0,0,0,0,1,0,0,0,0
54349,microsoft,other,Software Engineer,12.0,1.0,other,Male,819.0,1,0,0,0,0,1,0,0,0,0
52138,other,other,Software Engineer,2.0,2.0,API Development (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
54234,other,other,Hardware Engineer,3.0,3.0,other,Female,753.0,1,0,0,0,0,1,0,0,0,0
31293,amazon,L5,Software Engineer,4.0,0.0,API Development (Back-End),Male,501.0,0,1,0,0,0,1,0,0,0,0
40047,microsoft,other,Product Manager,17.0,12.0,Product,Male,819.0,0,1,0,0,0,1,0,0,0,0
47516,other,other,Software Engineer,1.0,1.0,Data,Female,0.0,0,1,0,0,0,1,0,0,0,0
34338,salesforce,other,Software Engineer,6.0,6.0,Full Stack,Female,807.0,1,0,0,0,0,1,0,0,0,0
50136,google,L6,Software Engineer,10.0,10.0,Distributed Systems (Back-End),Male,807.0,0,1,0,0,0,0,1,0,0,0
38639,apple,other,Hardware Engineer,10.0,7.0,other,Male,534.0,1,0,0,0,0,1,0,0,0,0
24511,other,other,other,4.0,2.0,other,Female,0.0,0,1,0,0,0,0,1,0,0,0
54200,other,other,Software Engineer,5.0,5.0,Full Stack,Male,504.0,0,0,0,0,1,0,1,0,0,0
45883,other,other,Software Engineer,8.0,3.0,Full Stack,Male,0.0,0,1,0,0,0,1,0,0,0,0
61669,other,other,Management Consultant,15.0,3.0,other,Male,618.0,0,0,0,0,1,0,1,0,0,0
60928,other,other,Software Engineer,3.0,0.0,API Development (Back-End),Male,753.0,0,1,0,0,0,0,1,0,0,0
53965,microsoft,other,Software Engineer,2.0,0.0,Distributed Systems (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
27136,other,other,Technical Program Manager,3.0,3.0,other,Female,803.0,1,0,0,0,0,0,1,0,0,0
41999,other,other,Product Manager,5.0,3.0,Technical,Female,803.0,1,0,0,0,0,1,0,0,0,0
59026,other,L7,Software Engineering Manager,11.0,6.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
47000,other,L1,Business Analyst,1.0,0.0,other,Male,508.0,1,0,0,0,0,0,0,1,0,0
25662,amazon,L5,Software Engineer,5.0,5.0,other,Male,819.0,0,1,0,0,0,0,1,0,0,0
27506,other,L3,Software Engineer,0.0,0.0,Data,Male,819.0,0,1,0,0,0,0,0,0,0,1
33697,other,other,Software Engineer,4.0,2.0,API Development (Back-End),Male,641.0,0,1,0,0,0,1,0,0,0,0
28733,other,Senior Software Engineer,Software Engineer,6.0,3.0,other,Male,501.0,0,1,0,0,0,0,0,0,0,1
48915,other,other,Software Engineer,0.0,0.0,other,Male,825.0,1,0,0,0,0,1,0,0,0,0
25218,other,other,other,3.0,2.0,other,Male,807.0,0,1,0,0,0,0,1,0,0,0
28466,other,other,Software Engineer,1.0,1.0,Data,Female,0.0,0,0,0,1,0,0,1,0,0,0
38199,other,other,Software Engineer,0.0,0.0,other,Female,623.0,0,1,0,0,0,0,0,0,0,1
38006,apple,other,Technical Program Manager,12.0,1.0,API Development (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
46600,other,other,Software Engineer,3.0,3.0,API Development (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
29230,other,other,Management Consultant,1.0,1.0,other,Female,807.0,0,1,0,0,0,1,0,0,0,0
48109,other,other,Hardware Engineer,0.0,0.0,other,Male,807.0,0,1,0,0,0,1,0,0,0,0
58455,other,other,Software Engineer,2.0,0.0,DevOps,Female,807.0,1,0,0,0,0,1,0,0,0,0
51159,amazon,L5,Software Engineer,2.0,2.0,other,Male,819.0,0,1,0,0,0,0,1,0,0,0
42271,other,L2,other,3.0,0.0,other,Male,819.0,0,1,0,0,0,0,1,0,0,0
33646,other,L4,Software Engineer,1.0,1.0,Distributed Systems (Back-End),Male,807.0,0,1,0,0,0,1,0,0,0,0
31071,other,other,Software Engineer,1.0,1.0,API Development (Back-End),Female,807.0,0,1,0,0,0,0,0,1,0,0
52017,microsoft,other,Software Engineer,5.0,0.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
37924,amazon,other,Software Engineer,0.0,0.0,API Development (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
40830,other,other,other,7.0,5.0,other,Female,0.0,1,0,0,0,0,0,1,0,0,0
59578,apple,other,Software Engineer,0.0,0.0,other,Male,807.0,0,0,1,0,0,0,1,0,0,0
33016,google,other,Software Engineer,5.0,5.0,Full Stack,Male,501.0,0,1,0,0,0,0,0,0,0,1
33290,microsoft,other,Software Engineer,0.0,0.0,Full Stack,Male,819.0,0,1,0,0,0,0,0,0,0,1
27146,other,L2,Software Engineer,2.0,1.0,API Development (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
55187,other,other,Software Engineering Manager,8.0,3.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
37484,other,other,Hardware Engineer,2.0,2.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
57415,other,L2,Software Engineer,1.0,0.0,API Development (Back-End),Male,807.0,0,1,0,0,0,1,0,0,0,0
49208,amazon,L5,Software Engineer,3.0,1.0,Full Stack,Male,751.0,0,1,0,0,0,0,1,0,0,0
40141,other,L4,Solution Architect,1.0,1.0,other,Male,511.0,0,1,0,0,0,0,0,0,1,0
39478,google,other,Software Engineering Manager,20.0,5.0,Full Stack,Male,807.0,0,1,0,0,0,1,0,0,0,0
49953,other,other,Software Engineer,0.0,0.0,Web Development (Front-End),Female,501.0,1,0,0,0,0,1,0,0,0,0
55332,other,other,Software Engineering Manager,13.0,1.0,API Development (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
60974,amazon,L5,Software Engineer,2.0,2.0,Full Stack,Male,501.0,1,0,0,0,0,1,0,0,0,0
38278,facebook,other,Product Designer,6.0,3.0,User Experience (UX),Female,501.0,0,1,0,0,0,1,0,0,0,0
56593,other,other,Software Engineer,3.0,3.0,ML / AI,Male,635.0,0,0,1,0,0,1,0,0,0,0
29296,other,other,Software Engineer,9.0,9.0,Full Stack,Female,641.0,1,0,0,0,0,1,0,0,0,0
32553,other,other,Management Consultant,12.0,2.0,other,Male,819.0,1,0,0,0,0,1,0,0,0,0
47924,other,L5,Software Engineer,20.0,7.0,other,Male,0.0,0,0,1,0,0,1,0,0,0,0
61435,facebook,other,other,10.0,10.0,Technical,Female,807.0,1,0,0,0,0,1,0,0,0,0
38747,ibm,other,Software Engineer,15.0,14.0,Full Stack,Female,560.0,0,1,0,0,0,0,1,0,0,0
23673,facebook,other,Software Engineer,0.0,0.0,Full Stack,Male,807.0,1,0,0,0,0,1,0,0,0,0
32372,other,other,Software Engineer,15.0,2.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
48625,other,E5,Software Engineer,10.0,3.0,API Development (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
53861,facebook,other,other,15.0,4.0,other,Male,807.0,0,1,0,0,0,0,1,0,0,0
28164,other,other,other,8.0,8.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
36877,google,L5,Software Engineer,5.0,4.0,other,Male,807.0,0,0,1,0,0,1,0,0,0,0
58070,other,other,Software Engineer,3.0,1.0,ML / AI,Male,0.0,0,0,1,0,0,1,0,0,0,0
33337,apple,other,Hardware Engineer,10.0,4.0,other,Other,807.0,1,0,0,0,0,0,0,1,0,0
32046,amazon,L1,Software Engineer,0.0,0.0,other,Male,511.0,0,1,0,0,0,1,0,0,0,0
35839,other,L4,Technical Program Manager,10.0,1.0,other,Female,807.0,1,0,0,0,0,1,0,0,0,0
37955,other,other,Software Engineer,12.0,7.0,Web Development (Front-End),Male,807.0,0,0,0,0,1,0,1,0,0,0
42654,ibm,other,Product Designer,8.0,2.0,other,Male,508.0,1,0,0,0,0,0,1,0,0,0
36473,other,L5,Software Engineering Manager,20.0,1.0,Data,Male,0.0,1,0,0,0,0,0,1,0,0,0
59479,amazon,L4,Software Engineer,0.0,0.0,Full Stack,Male,819.0,0,1,0,0,0,0,1,0,0,0
60495,other,other,Software Engineer,5.0,1.0,ML / AI,Male,506.0,1,0,0,0,0,0,1,0,0,0
25574,other,other,Product Designer,10.0,4.0,other,Male,641.0,0,1,0,0,0,0,0,0,0,1
29285,amazon,other,Software Engineer,1.0,0.0,other,Male,0.0,0,1,0,0,0,0,1,0,0,0
29256,apple,other,Data Scientist,2.0,1.0,ML / AI,Male,807.0,0,0,1,0,0,1,0,0,0,0
24143,other,other,Business Analyst,6.0,6.0,other,Male,825.0,1,0,0,0,0,0,1,0,0,0
36098,intel,L7,Software Engineer,10.0,5.0,other,Male,807.0,1,0,0,0,0,0,1,0,0,0
42525,other,L2,Software Engineer,8.0,1.0,Full Stack,Male,0.0,0,0,1,0,0,1,0,0,0,0
35645,amazon,L5,Product Designer,5.0,5.0,User Experience (UX),Female,819.0,1,0,0,0,0,1,0,0,0,0
42279,other,L2,other,6.0,4.0,other,Male,819.0,0,1,0,0,0,0,1,0,0,0
59162,other,other,Software Engineering Manager,20.0,4.0,Full Stack,Male,506.0,1,0,0,0,0,0,1,0,0,0
43432,other,other,Software Engineer,3.0,3.0,Full Stack,Male,0.0,0,1,0,0,0,0,0,1,0,0
25339,other,other,Software Engineer,6.0,5.0,Full Stack,Male,618.0,0,1,0,0,0,0,1,0,0,0
42982,other,other,Software Engineer,6.0,3.0,ML / AI,Male,0.0,0,0,1,0,0,1,0,0,0,0
59633,other,other,Software Engineer,5.0,4.0,Full Stack,Male,0.0,0,1,0,0,0,1,0,0,0,0
44346,intel,other,Hardware Engineer,5.0,5.0,other,Male,820.0,0,0,1,0,0,1,0,0,0,0
37508,amazon,L4,Software Engineer,1.0,1.0,Distributed Systems (Back-End),Male,0.0,1,0,0,0,0,1,0,0,0,0
29337,other,L4,Software Engineer,4.0,1.0,API Development (Back-End),Male,0.0,1,0,0,0,0,1,0,0,0,0
38528,other,L5,Software Engineer,3.0,1.0,Full Stack,Male,501.0,0,1,0,0,0,0,1,0,0,0
46703,other,other,Management Consultant,6.0,3.0,other,Male,501.0,1,0,0,0,0,1,0,0,0,0
28323,microsoft,other,other,12.0,1.0,other,Male,819.0,1,0,0,0,0,1,0,0,0,0
45905,other,other,Software Engineer,5.0,5.0,API Development (Back-End),Male,501.0,0,1,0,0,0,0,0,0,0,1
60407,other,other,Software Engineer,3.0,3.0,Full Stack,Male,0.0,1,0,0,0,0,1,0,0,0,0
46098,amazon,L5,other,6.0,5.0,other,Female,819.0,0,1,0,0,0,0,1,0,0,0
54659,other,other,Business Analyst,5.0,2.0,other,Male,807.0,0,1,0,0,0,1,0,0,0,0
56029,google,L6,Software Engineer,15.0,9.0,ML / AI,Male,807.0,0,1,0,0,0,0,1,0,0,0
59227,other,IC4,Software Engineer,6.0,4.0,Distributed Systems (Back-End),Male,602.0,0,1,0,0,0,0,1,0,0,0
32735,other,other,Technical Program Manager,12.0,0.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
39765,other,L3,Software Engineer,3.0,3.0,ML / AI,Male,807.0,0,1,0,0,0,0,0,1,0,0
56328,other,L2,Business Analyst,3.0,3.0,other,Female,506.0,0,1,0,0,0,0,0,0,1,0
52054,google,L6,Software Engineer,13.0,0.0,Distributed Systems (Back-End),Male,819.0,0,1,0,0,0,0,1,0,0,0
28659,ibm,other,Software Engineer,2.0,0.0,Full Stack,Male,618.0,1,0,0,0,0,0,1,0,0,0
28243,google,L3,other,10.0,3.0,Technical,Male,807.0,1,0,0,0,0,1,0,0,0,0
45777,oracle,other,Software Engineer,0.0,0.0,Full Stack,Male,0.0,1,0,0,0,0,1,0,0,0,0
57736,other,L3,Hardware Engineer,2.0,0.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
36272,facebook,L3,Business Analyst,3.0,0.0,other,Male,635.0,0,1,0,0,0,0,0,0,0,1
51498,amazon,L4,Software Engineer,0.0,0.0,API Development (Back-End),Male,0.0,0,1,0,0,0,0,1,0,0,0
49374,other,other,Software Engineer,5.0,0.0,other,Male,803.0,1,0,0,0,0,1,0,0,0,0
41123,amazon,L5,Technical Program Manager,13.0,2.0,other,Male,0.0,0,1,0,0,0,0,1,0,0,0
51645,microsoft,other,Software Engineer,3.0,1.0,Web Development (Front-End),Male,0.0,0,1,0,0,0,0,0,0,0,1
38769,apple,other,Hardware Engineer,3.0,1.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
46439,other,L5,Software Engineer,10.0,0.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
43592,other,L2,Software Engineer,4.0,4.0,Distributed Systems (Back-End),Male,511.0,1,0,0,0,0,1,0,0,0,0
54786,facebook,other,Product Manager,4.0,1.0,Technical,Male,807.0,1,0,0,0,0,1,0,0,0,0
34550,other,other,Technical Program Manager,2.0,1.0,Data,Male,820.0,0,1,0,0,0,0,1,0,0,0
50812,other,Senior Software Engineer,Software Engineer,10.0,1.0,other,Female,0.0,0,1,0,0,0,1,0,0,0,0
25236,other,other,Software Engineer,10.0,1.0,Full Stack,Male,524.0,0,0,0,0,1,0,0,0,0,1
39680,other,L4,Software Engineer,4.0,0.0,Data,Male,819.0,0,1,0,0,0,0,1,0,0,0
48414,amazon,L6,Software Engineering Manager,15.0,8.0,Distributed Systems (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
50803,other,other,Product Manager,7.0,0.0,Product,Male,807.0,1,0,0,0,0,1,0,0,0,0
47590,other,other,Management Consultant,5.0,0.0,other,Male,609.0,1,0,0,0,0,1,0,0,0,0
30662,ibm,other,Solution Architect,5.0,5.0,ML / AI,Male,635.0,1,0,0,0,0,0,1,0,0,0
55953,amazon,L5,Software Engineer,5.0,0.0,Distributed Systems (Back-End),Male,506.0,1,0,0,0,0,1,0,0,0,0
53651,amazon,L6,other,9.0,2.0,Technical,Male,819.0,0,1,0,0,0,0,1,0,0,0
28424,oracle,other,Product Manager,10.0,7.0,Technical,Male,506.0,1,0,0,0,0,1,0,0,0,0
55324,other,other,Software Engineer,2.0,0.0,Full Stack,Male,0.0,0,1,0,0,0,1,0,0,0,0
49238,other,L4,Software Engineer,6.0,1.0,Data,Male,0.0,0,1,0,0,0,0,1,0,0,0
47195,amazon,L6,Software Engineering Manager,22.0,5.0,Full Stack,Male,819.0,1,0,0,0,0,0,0,0,1,0
54009,amazon,L5,Software Engineer,10.0,6.0,Full Stack,Male,825.0,0,1,0,0,0,0,1,0,0,0
53291,amazon,other,Software Engineering Manager,13.0,7.0,Distributed Systems (Back-End),Male,0.0,1,0,0,0,0,1,0,0,0,0
42851,other,other,Software Engineer,4.0,0.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
34300,other,other,Management Consultant,8.0,8.0,Product,Male,807.0,1,0,0,0,0,1,0,0,0,0
54804,apple,other,Software Engineer,3.0,0.0,other,Male,807.0,0,1,0,0,0,0,1,0,0,0
47040,other,L1,Software Engineer,1.0,0.0,ML / AI,Male,825.0,0,1,0,0,0,1,0,0,0,0
51860,google,L3,Software Engineer,0.0,0.0,other,Male,807.0,0,1,0,0,0,0,0,1,0,0
38904,facebook,other,other,18.0,3.0,Technical,Female,602.0,0,1,0,0,0,0,0,0,1,0
24909,salesforce,other,Software Engineering Manager,17.0,3.0,other,Male,819.0,0,1,0,0,0,1,0,0,0,0
50644,other,other,Software Engineer,0.0,0.0,Full Stack,Male,623.0,1,0,0,0,0,1,0,0,0,0
55834,other,other,Software Engineer,9.0,2.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
38779,other,other,Software Engineer,2.0,2.0,Distributed Systems (Back-End),Female,635.0,0,1,0,0,0,1,0,0,0,0
40214,other,other,Software Engineer,3.0,3.0,API Development (Back-End),Male,501.0,1,0,0,0,0,0,0,0,0,1
56722,microsoft,other,Software Engineer,8.0,3.0,Full Stack,Male,0.0,1,0,0,0,0,1,0,0,0,0
30991,other,L1,Software Engineer,2.0,0.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
55097,facebook,other,Software Engineer,4.0,0.0,other,Male,819.0,0,1,0,0,0,1,0,0,0,0
49225,other,other,Software Engineer,0.0,0.0,API Development (Back-End),Male,819.0,0,1,0,0,0,1,0,0,0,0
42613,ibm,other,Data Scientist,10.0,2.0,other,Female,501.0,1,0,0,0,0,1,0,0,0,0
54283,microsoft,other,Software Engineer,2.0,2.0,Distributed Systems (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
56643,other,L3,Software Engineer,10.0,7.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
45087,other,other,Software Engineer,5.0,3.0,Full Stack,Male,0.0,0,1,0,0,0,1,0,0,0,0
24007,other,other,Hardware Engineer,15.0,2.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
50290,other,other,Software Engineer,5.0,2.0,DevOps,Female,506.0,1,0,0,0,0,1,0,0,0,0
44519,facebook,other,Data Scientist,3.0,0.0,other,Male,635.0,1,0,0,0,0,1,0,0,0,0
31619,other,L3,Software Engineer,5.0,1.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
36034,microsoft,other,Software Engineer,8.0,6.0,Distributed Systems (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
46475,microsoft,other,Data Scientist,1.0,1.0,other,Male,819.0,1,0,0,0,0,1,0,0,0,0
29299,amazon,L7,Software Engineer,15.0,2.0,Full Stack,Male,819.0,0,1,0,0,0,0,1,0,0,0
52223,microsoft,L2,Software Engineer,2.0,2.0,other,Male,819.0,0,1,0,0,0,0,1,0,0,0
23845,other,other,Software Engineer,9.0,1.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
38197,amazon,L5,Technical Program Manager,7.0,0.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
48269,amazon,L5,Software Engineer,3.0,3.0,API Development (Back-End),Female,819.0,1,0,0,0,0,1,0,0,0,0
31550,amazon,L5,Software Engineer,5.0,5.0,Full Stack,Female,819.0,0,1,0,0,0,1,0,0,0,0
57156,amazon,L4,Software Engineer,3.0,0.0,API Development (Back-End),Female,819.0,1,0,0,0,0,1,0,0,0,0
59754,other,other,Software Engineer,8.0,1.0,DevOps,Female,556.0,1,0,0,0,0,1,0,0,0,0
53942,other,other,Product Manager,4.0,0.0,Technical,Female,0.0,0,1,0,0,0,1,0,0,0,0
39782,other,other,Software Engineer,7.0,2.0,other,Male,807.0,0,0,0,0,1,1,0,0,0,0
31575,microsoft,other,Product Manager,10.0,3.0,Product,Male,0.0,1,0,0,0,0,0,1,0,0,0
37567,amazon,L6,Product Manager,10.0,4.0,Product,Male,819.0,1,0,0,0,0,0,0,1,0,0
31603,other,other,other,2.0,2.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
27931,amazon,L6,Solution Architect,12.0,1.0,API Development (Back-End),Male,602.0,0,0,0,1,0,0,0,0,1,0
51932,other,other,Solution Architect,14.0,14.0,other,Male,819.0,0,1,0,0,0,1,0,0,0,0
51732,amazon,L6,Product Manager,11.0,3.0,Product,Male,819.0,1,0,0,0,0,0,1,0,0,0
56076,other,other,Software Engineer,3.0,0.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
47912,other,other,Software Engineer,3.0,3.0,API Development (Back-End),Female,501.0,1,0,0,0,0,1,0,0,0,0
34649,other,other,Software Engineer,1.0,1.0,ML / AI,Male,0.0,0,1,0,0,0,1,0,0,0,0
38066,other,other,Software Engineer,10.0,10.0,Distributed Systems (Back-End),Male,0.0,1,0,0,0,0,0,1,0,0,0
56013,microsoft,other,Software Engineer,15.0,0.0,API Development (Back-End),Male,0.0,1,0,0,0,0,0,1,0,0,0
30410,other,other,Management Consultant,7.0,7.0,other,Male,506.0,1,0,0,0,0,0,1,0,0,0
56774,amazon,L7,Software Engineering Manager,20.0,8.0,other,Male,635.0,1,0,0,0,0,1,0,0,0,0
25011,other,other,Software Engineer,2.0,2.0,Full Stack,Male,501.0,0,1,0,0,0,1,0,0,0,0
41912,facebook,E5,Software Engineer,10.0,5.0,other,Male,807.0,0,1,0,0,0,1,0,0,0,0
61138,other,Senior Software Engineer,Software Engineer,5.0,5.0,API Development (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
32918,ibm,other,Software Engineer,10.0,10.0,Web Development (Front-End),Male,635.0,1,0,0,0,0,0,1,0,0,0
49412,other,L3,Software Engineer,5.0,3.0,Full Stack,Male,0.0,0,1,0,0,0,1,0,0,0,0
57424,amazon,L5,Product Manager,17.0,6.0,Product,Male,other,1,0,0,0,0,0,1,0,0,0
54212,other,other,Software Engineer,8.0,1.0,Web Development (Front-End),Female,819.0,0,1,0,0,0,0,1,0,0,0
27613,amazon,other,Software Engineer,7.0,7.0,other,Male,819.0,0,1,0,0,0,0,1,0,0,0
56264,other,L5,Software Engineer,4.0,2.0,Web Development (Front-End),Male,613.0,0,1,0,0,0,0,1,0,0,0
38716,other,other,Product Manager,5.0,5.0,Product,Male,505.0,0,1,0,0,0,0,1,0,0,0
43312,facebook,E5,Software Engineer,20.0,2.0,other,Male,819.0,1,0,0,0,0,0,0,0,0,1
23877,microsoft,other,Software Engineer,6.0,1.0,other,Male,0.0,0,1,0,0,0,0,1,0,0,0
59608,other,L3,Software Engineer,4.0,1.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,0,1,0,0,0
26124,apple,other,Software Engineer,15.0,5.0,API Development (Back-End),Male,807.0,0,0,1,0,0,0,1,0,0,0
52903,other,other,Software Engineering Manager,12.0,7.0,DevOps,Male,0.0,0,1,0,0,0,0,0,0,0,1
51314,other,other,Software Engineer,3.0,3.0,API Development (Back-End),Male,675.0,0,1,0,0,0,1,0,0,0,0
33664,other,Senior Software Engineer,Software Engineer,21.0,4.0,Full Stack,Male,807.0,1,0,0,0,0,0,1,0,0,0
51096,other,L4,Software Engineer,10.0,9.0,DevOps,Male,0.0,0,1,0,0,0,0,1,0,0,0
44312,other,other,Software Engineer,20.0,15.0,Distributed Systems (Back-End),Male,807.0,0,1,0,0,0,1,0,0,0,0
31089,other,other,Product Designer,10.0,2.0,Full Stack,Male,807.0,0,1,0,0,0,1,0,0,0,0
