,company,level,title,yearsofexperience,yearsatcompany,tag,gender,dmaid,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic
40844,other,other,Data Scientist,2.0,1.0,other,Male,635.0,1,0,0,0,0,1,0,0,0,0
38193,google,L4,Software Engineer,0.0,0.0,ML / AI,Male,807.0,0,0,1,0,0,1,0,0,0,0
48246,other,other,Product Manager,14.0,2.0,Product,Male,807.0,0,0,1,0,0,1,0,0,0,0
51442,other,other,Software Engineer,10.0,5.0,Full Stack,Male,803.0,1,0,0,0,0,0,1,0,0,0
27523,google,other,Software Engineer,4.0,4.0,other,Male,751.0,1,0,0,0,0,0,1,0,0,0
50935,other,L2,other,2.0,0.0,Technical,Male,807.0,0,1,0,0,0,0,1,0,0,0
41517,other,L6,Software Engineer,9.0,0.0,ML / AI,Male,501.0,0,0,1,0,0,0,1,0,0,0
40723,other,other,Software Engineer,3.0,2.0,ML / AI,Male,511.0,0,1,0,0,0,0,1,0,0,0
48693,other,other,Hardware Engineer,16.0,0.0,other,Male,501.0,0,1,0,0,0,1,0,0,0,0
36376,amazon,L4,Software Engineer,2.0,0.0,ML / AI,Male,819.0,0,1,0,0,0,0,1,0,0,0
51529,microsoft,other,Software Engineer,5.0,5.0,Full Stack,Male,0.0,0,1,0,0,0,0,1,0,0,0
47886,other,L4,Software Engineer,4.0,2.0,API Development (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
24334,microsoft,other,Product Manager,19.0,12.0,Full Stack,Male,819.0,1,0,0,0,0,1,0,0,0,0
28705,oracle,other,other,35.0,23.0,Product,Male,820.0,0,1,0,0,0,0,1,0,0,0
45944,other,other,Software Engineer,4.0,2.0,other,Male,0.0,0,1,0,0,0,0,1,0,0,0
61976,other,L5,Software Engineering Manager,5.0,4.0,other,Male,803.0,0,1,0,0,0,0,1,0,0,0
60136,amazon,L6,Product Manager,12.0,5.0,Product,Male,819.0,0,1,0,0,0,1,0,0,0,0
44770,other,other,Software Engineer,2.0,1.0,Full Stack,Other,508.0,0,1,0,0,0,0,1,0,0,0
31709,google,L3,Software Engineer,2.0,2.0,Full Stack,Male,807.0,1,0,0,0,0,1,0,0,0,0
34884,other,other,Software Engineer,2.0,2.0,other,Male,825.0,0,1,0,0,0,0,0,1,0,0
59029,other,L7,Software Engineering Manager,14.0,3.0,Data,Male,0.0,1,0,0,0,0,1,0,0,0,0
59896,other,other,Software Engineer,12.0,12.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
33849,other,other,Technical Program Manager,15.0,2.0,Full Stack,Male,0.0,1,0,0,0,0,1,0,0,0,0
42913,facebook,IC4,Technical Program Manager,3.0,3.0,other,Male,807.0,0,1,0,0,0,1,0,0,0,0
34818,amazon,other,Software Engineering Manager,7.0,0.0,other,Male,511.0,0,1,0,0,0,0,1,0,0,0
50214,amazon,L5,Software Engineer,2.0,2.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
61412,other,other,Product Designer,9.0,2.0,User Experience (UX),Male,751.0,0,1,0,0,0,0,1,0,0,0
58696,other,L6,Solution Architect,20.0,5.0,ML / AI,Male,819.0,1,0,0,0,0,1,0,0,0,0
54633,other,other,Software Engineer,3.0,1.0,Full Stack,Male,0.0,1,0,0,0,0,1,0,0,0,0
53162,other,L4,Software Engineer,4.0,0.0,API Development (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
51271,other,other,Software Engineer,4.0,2.0,Data,Male,613.0,1,0,0,0,0,1,0,0,0,0
55696,other,other,Software Engineer,0.0,0.0,Full Stack,Male,501.0,0,1,0,0,0,1,0,0,0,0
27431,other,other,Software Engineer,9.0,5.0,API Development (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
31241,amazon,L5,Technical Program Manager,12.0,0.0,other,Female,0.0,0,1,0,0,0,0,1,0,0,0
30710,facebook,E5,Software Engineer,15.0,0.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
24493,other,other,Software Engineer,12.0,11.0,Distributed Systems (Back-End),Male,807.0,0,1,0,0,0,1,0,0,0,0
25152,amazon,L4,Software Engineer,0.0,0.0,Full Stack,Male,753.0,0,1,0,0,0,0,1,0,0,0
57552,other,other,Hardware Engineer,2.0,2.0,other,Female,807.0,1,0,0,0,0,1,0,0,0,0
36066,other,other,Software Engineer,2.0,2.0,Web Development (Front-End),Male,0.0,1,0,0,0,0,0,1,0,0,0
28634,other,other,other,6.0,6.0,Product,Male,807.0,0,1,0,0,0,1,0,0,0,0
51969,facebook,L5,other,8.0,1.0,other,Female,807.0,0,1,0,0,0,1,0,0,0,0
35515,other,other,Software Engineer,1.0,1.0,Full Stack,Male,511.0,0,1,0,0,0,0,1,0,0,0
50502,amazon,L6,other,20.0,5.0,other,Male,825.0,0,1,0,0,0,0,0,0,0,1
54527,other,other,Software Engineer,2.0,2.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
47173,amazon,L4,Software Engineer,4.0,0.0,Distributed Systems (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
61646,other,other,Management Consultant,6.0,0.0,other,Male,618.0,1,0,0,0,0,0,0,1,0,0
40876,other,L3,Software Engineer,3.0,3.0,DevOps,Male,524.0,0,1,0,0,0,0,1,0,0,0
26823,other,other,Business Analyst,3.0,0.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
24975,other,other,Software Engineer,4.0,1.0,Web Development (Front-End),Female,807.0,1,0,0,0,0,1,0,0,0,0
50082,other,other,Software Engineer,18.0,9.0,Full Stack,Male,770.0,0,1,0,0,0,0,1,0,0,0
42002,other,other,Software Engineer,14.0,0.0,API Development (Back-End),Male,0.0,0,1,0,0,0,0,1,0,0,0
43320,other,L4,Software Engineer,4.0,4.0,Full Stack,Male,501.0,1,0,0,0,0,0,1,0,0,0
52043,other,other,Software Engineer,5.0,0.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
33420,other,other,Software Engineer,5.0,4.0,other,Male,609.0,1,0,0,0,0,1,0,0,0,0
46944,ibm,other,Software Engineer,1.0,0.0,API Development (Back-End),Male,560.0,0,1,0,0,0,0,0,0,1,0
37938,other,L3,Software Engineer,1.0,0.0,API Development (Back-End),Female,0.0,0,1,0,0,0,0,1,0,0,0
47394,microsoft,other,Software Engineer,2.0,2.0,ML / AI,Male,819.0,1,0,0,0,0,0,0,0,0,1
51513,other,other,Software Engineer,6.0,0.0,Web Development (Front-End),Male,0.0,1,0,0,0,0,0,1,0,0,0
52594,other,other,Product Designer,5.0,4.0,User Experience (UX),Female,819.0,1,0,0,0,0,0,1,0,0,0
54210,other,other,Management Consultant,10.0,3.0,other,Female,511.0,1,0,0,0,0,0,1,0,0,0
36654,amazon,L5,Software Engineer,8.0,0.0,Full Stack,Male,819.0,1,0,0,0,0,1,0,0,0,0
40469,other,IC4,Software Engineer,7.0,4.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
55104,other,other,Software Engineer,19.0,1.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,0,1,0,0,0
52957,other,other,Data Scientist,4.0,4.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
41417,amazon,L5,other,6.0,2.0,other,Male,819.0,0,0,1,0,0,0,0,0,1,0
37304,microsoft,other,Software Engineering Manager,16.0,7.0,Distributed Systems (Back-End),Male,819.0,0,1,0,0,0,0,0,0,0,1
48472,other,other,Software Engineer,2.0,0.0,ML / AI,Male,807.0,1,0,0,0,0,1,0,0,0,0
54294,other,other,Software Engineer,6.0,1.0,other,Female,0.0,1,0,0,0,0,0,1,0,0,0
25341,google,L3,Software Engineer,0.0,0.0,other,Male,0.0,0,1,0,0,0,0,1,0,0,0
54876,other,other,Software Engineer,5.0,0.0,Full Stack,Male,670.0,1,0,0,0,0,1,0,0,0,0
55075,other,other,Software Engineer,4.0,0.0,other,Male,0.0,0,1,0,0,0,0,1,0,0,0
54642,amazon,L5,Solution Architect,3.0,1.0,other,Male,0.0,1,0,0,0,0,0,1,0,0,0
58882,microsoft,other,Software Engineer,11.0,0.0,ML / AI,Male,819.0,1,0,0,0,0,1,0,0,0,0
45796,other,other,Data Scientist,16.0,2.0,other,Male,501.0,0,0,1,0,0,0,1,0,0,0
49592,other,other,Software Engineer,10.0,1.0,API Development (Back-End),Male,0.0,0,1,0,0,0,0,1,0,0,0
34574,other,other,Software Engineer,5.0,0.0,ML / AI,Female,0.0,0,0,1,0,0,1,0,0,0,0
45181,microsoft,other,Software Engineer,1.0,1.0,other,Male,819.0,0,1,0,0,0,0,0,0,0,1
32194,other,other,Product Manager,5.0,2.0,Product,Male,807.0,0,1,0,0,0,1,0,0,0,0
26488,other,Senior Software Engineer,Software Engineer,14.0,4.0,Full Stack,Male,501.0,0,1,0,0,0,0,1,0,0,0
31681,other,L3,other,3.0,0.0,ML / AI,Male,807.0,0,1,0,0,0,1,0,0,0,0
48782,other,other,Software Engineer,7.0,3.0,other,Male,825.0,1,0,0,0,0,1,0,0,0,0
54393,other,L3,Software Engineer,2.0,2.0,other,Male,0.0,0,1,0,0,0,0,0,1,0,0
57987,other,other,Software Engineer,2.0,2.0,Full Stack,Male,511.0,0,1,0,0,0,1,0,0,0,0
36490,other,other,Software Engineer,3.0,0.0,Distributed Systems (Back-End),Female,0.0,1,0,0,0,0,1,0,0,0,0
49292,other,L5,Software Engineer,16.0,6.0,Distributed Systems (Back-End),Male,820.0,0,1,0,0,0,0,1,0,0,0
40250,other,L3,Software Engineer,13.0,10.0,other,Male,618.0,1,0,0,0,0,1,0,0,0,0
60322,google,L3,Software Engineer,3.0,1.0,API Development (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
50756,other,L1,Software Engineer,2.0,2.0,Data,Female,501.0,1,0,0,0,0,1,0,0,0,0
54019,other,other,Software Engineer,4.0,0.0,other,Male,501.0,0,1,0,0,0,0,1,0,0,0
57865,other,other,other,4.0,4.0,other,Male,505.0,1,0,0,0,0,0,1,0,0,0
58742,microsoft,other,Software Engineer,6.0,6.0,API Development (Back-End),Male,819.0,0,1,0,0,0,0,1,0,0,0
42298,cisco,other,Solution Architect,15.0,15.0,other,Male,501.0,0,1,0,0,0,0,0,0,0,1
39688,other,L5,Software Engineer,8.0,5.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
40191,amazon,L4,Software Engineer,2.0,2.0,DevOps,Male,511.0,1,0,0,0,0,0,0,0,0,1
56658,other,other,Management Consultant,3.0,0.0,other,Male,501.0,1,0,0,0,0,0,1,0,0,0
28030,salesforce,other,Software Engineer,13.0,0.0,Distributed Systems (Back-End),Male,819.0,0,1,0,0,0,1,0,0,0,0
43286,other,other,Software Engineer,5.0,3.0,other,Male,803.0,0,1,0,0,0,0,1,0,0,0
39448,google,L3,Software Engineer,5.0,0.0,Web Development (Front-End),Female,501.0,0,1,0,0,0,1,0,0,0,0
46901,other,other,Data Scientist,5.0,0.0,other,Male,0.0,1,0,0,0,0,0,1,0,0,0
27277,microsoft,other,Software Engineer,2.0,2.0,Full Stack,Female,819.0,0,1,0,0,0,0,0,0,0,1
40958,other,L3,Software Engineer,3.0,2.0,API Development (Back-End),Male,609.0,1,0,0,0,0,1,0,0,0,0
43694,other,L4,Product Designer,4.0,1.0,User Experience (UX),Female,807.0,1,0,0,0,0,1,0,0,0,0
49902,other,other,Software Engineer,2.0,1.0,API Development (Back-End),Male,753.0,0,1,0,0,0,0,1,0,0,0
61425,other,other,Software Engineer,0.0,0.0,ML / AI,Male,602.0,1,0,0,0,0,1,0,0,0,0
61023,other,other,Business Analyst,12.0,1.0,other,Male,807.0,0,1,0,0,0,1,0,0,0,0
38245,other,L1,Software Engineer,2.0,0.0,other,Male,753.0,0,1,0,0,0,0,0,1,0,0
55247,amazon,L4,Software Engineer,0.0,0.0,API Development (Back-End),Male,807.0,1,0,0,0,0,0,0,1,0,0
43213,google,L5,Technical Program Manager,11.0,0.0,other,Female,0.0,1,0,0,0,0,1,0,0,0,0
54984,apple,other,Data Scientist,7.0,0.0,other,Female,807.0,1,0,0,0,0,1,0,0,0,0
26135,other,other,Management Consultant,2.0,2.0,Technical,Male,0.0,0,1,0,0,0,0,1,0,0,0
44982,other,other,Management Consultant,2.0,2.0,other,Male,511.0,0,1,0,0,0,0,1,0,0,0
61574,other,other,Software Engineer,0.0,0.0,Data,Male,501.0,0,1,0,0,0,0,0,0,0,1
56153,other,other,Software Engineering Manager,21.0,10.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
47748,amazon,other,Product Manager,6.0,1.0,Technical,Male,501.0,1,0,0,0,0,0,1,0,0,0
46410,other,other,Software Engineering Manager,20.0,7.0,Distributed Systems (Back-End),Male,501.0,0,1,0,0,0,0,1,0,0,0
46804,other,L4,Product Manager,9.0,6.0,other,Male,501.0,1,0,0,0,0,1,0,0,0,0
40514,ibm,other,Software Engineer,0.0,0.0,other,Male,506.0,0,1,0,0,0,0,1,0,0,0
59138,amazon,L6,Software Engineer,8.0,8.0,Distributed Systems (Back-End),Male,501.0,1,0,0,0,0,1,0,0,0,0
42156,other,other,Software Engineer,3.0,3.0,other,Male,501.0,0,1,0,0,0,1,0,0,0,0
37552,other,other,Software Engineer,2.0,2.0,ML / AI,Male,807.0,0,1,0,0,0,0,1,0,0,0
45843,facebook,other,Product Designer,4.0,0.0,User Experience (UX),Male,807.0,0,0,0,1,0,1,0,0,0,0
45563,other,L2,Software Engineer,2.0,2.0,API Development (Back-End),Male,506.0,0,1,0,0,0,1,0,0,0,0
52243,other,L4,Software Engineer,20.0,1.0,other,Male,506.0,0,0,1,0,0,1,0,0,0,0
48795,other,other,Software Engineer,4.0,0.0,Full Stack,Male,0.0,0,0,0,1,0,0,1,0,0,0
45857,other,L5,Software Engineer,3.0,3.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
29753,other,other,Business Analyst,13.0,3.0,other,Male,0.0,1,0,0,0,0,0,1,0,0,0
33573,amazon,L4,Software Engineer,2.0,0.0,Full Stack,Female,819.0,1,0,0,0,0,0,1,0,0,0
55435,other,other,Solution Architect,10.0,0.0,other,Male,501.0,0,1,0,0,0,0,0,1,0,0
52148,google,L5,Product Manager,10.0,10.0,other,Male,807.0,0,1,0,0,0,0,1,0,0,0
46863,other,other,Software Engineer,9.0,9.0,Full Stack,Male,506.0,1,0,0,0,0,1,0,0,0,0
36927,google,L4,Software Engineer,2.0,2.0,API Development (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
51227,other,other,Software Engineer,6.0,2.0,Distributed Systems (Back-End),Female,819.0,1,0,0,0,0,1,0,0,0,0
58585,other,other,Software Engineer,7.0,0.0,other,Male,819.0,0,1,0,0,0,0,1,0,0,0
42714,other,other,Software Engineering Manager,6.0,4.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
48907,other,L1,Data Scientist,0.0,0.0,other,Male,501.0,1,0,0,0,0,1,0,0,0,0
45959,other,L5,Software Engineer,8.0,3.0,API Development (Back-End),Male,0.0,1,0,0,0,0,1,0,0,0,0
58397,amazon,L6,Technical Program Manager,8.0,8.0,other,Female,819.0,1,0,0,0,0,1,0,0,0,0
46529,amazon,L6,Solution Architect,14.0,1.0,DevOps,Male,0.0,1,0,0,0,0,0,1,0,0,0
49329,other,other,Software Engineer,16.0,0.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
61143,other,other,Data Scientist,9.0,9.0,other,Male,512.0,0,1,0,0,0,0,1,0,0,0
49153,oracle,other,Solution Architect,24.0,2.0,ML / AI,Female,0.0,0,1,0,0,0,1,0,0,0,0
37550,other,L4,Data Scientist,0.0,0.0,Data,Male,0.0,0,0,0,1,0,0,1,0,0,0
28628,other,other,Software Engineer,1.0,1.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
23624,other,other,Product Manager,7.0,5.0,other,Male,0.0,1,0,0,0,0,1,0,0,0,0
55061,facebook,other,Business Analyst,4.0,4.0,other,Other,807.0,0,1,0,0,0,0,0,1,0,0
50658,microsoft,other,Software Engineer,7.0,4.0,API Development (Back-End),Female,819.0,1,0,0,0,0,1,0,0,0,0
49042,facebook,other,Software Engineer,1.0,1.0,Full Stack,Female,0.0,0,1,0,0,0,1,0,0,0,0
54889,facebook,E5,Software Engineer,10.0,0.0,Distributed Systems (Back-End),Male,635.0,1,0,0,0,0,1,0,0,0,0
50417,amazon,L6,Software Engineer,15.0,0.0,Distributed Systems (Back-End),Male,0.0,1,0,0,0,0,0,1,0,0,0
29806,other,other,Product Manager,15.0,6.0,Product,Male,0.0,1,0,0,0,0,1,0,0,0,0
26921,cisco,other,Software Engineer,0.0,0.0,other,Male,807.0,0,1,0,0,0,1,0,0,0,0
29763,other,other,Software Engineer,8.0,5.0,Full Stack,Male,556.0,1,0,0,0,0,1,0,0,0,0
58228,other,other,Software Engineer,15.0,0.0,other,Male,506.0,1,0,0,0,0,0,1,0,0,0
29965,other,other,other,32.0,1.0,other,Male,807.0,1,0,0,0,0,0,1,0,0,0
26414,other,Senior Software Engineer,Software Engineer,9.0,2.0,Full Stack,Male,0.0,0,1,0,0,0,0,1,0,0,0
48910,other,other,Software Engineer,7.0,0.0,API Development (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
55427,amazon,L4,Software Engineer,1.0,1.0,API Development (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
46740,facebook,other,Product Manager,12.0,0.0,other,Female,501.0,0,1,0,0,0,0,1,0,0,0
35383,other,Senior Software Engineer,Software Engineer,10.0,2.0,Distributed Systems (Back-End),Female,807.0,1,0,0,0,0,1,0,0,0,0
26337,microsoft,other,Product Designer,10.0,0.0,User Experience (UX),Male,0.0,1,0,0,0,0,0,1,0,0,0
35723,amazon,L5,Software Engineer,3.0,3.0,Distributed Systems (Back-End),Male,819.0,0,1,0,0,0,0,1,0,0,0
25485,other,other,Software Engineer,0.0,0.0,other,Male,528.0,1,0,0,0,0,1,0,0,0,0
50978,microsoft,other,Software Engineer,0.0,0.0,other,Female,0.0,0,1,0,0,0,1,0,0,0,0
43981,amazon,L4,Software Engineer,4.0,0.0,other,Male,855.0,0,1,0,0,0,0,0,0,0,1
36419,other,other,Software Engineer,4.0,4.0,Full Stack,Male,635.0,0,1,0,0,0,0,1,0,0,0
35732,amazon,L4,Software Engineer,1.0,1.0,Distributed Systems (Back-End),Male,0.0,1,0,0,0,0,0,1,0,0,0
36983,facebook,other,other,7.0,5.0,Product,Male,635.0,0,1,0,0,0,0,1,0,0,0
28940,other,other,Software Engineer,0.0,0.0,other,Male,524.0,0,1,0,0,0,0,0,1,0,0
26907,intel,other,Hardware Engineer,5.0,5.0,other,Male,862.0,1,0,0,0,0,1,0,0,0,0
54106,google,other,Product Manager,11.0,8.0,Product,Male,807.0,1,0,0,0,0,0,1,0,0,0
59314,other,other,Software Engineer,0.0,0.0,Full Stack,Male,535.0,0,1,0,0,0,0,1,0,0,0
39939,facebook,IC4,Product Designer,5.0,0.0,User Experience (UX),Female,807.0,0,1,0,0,0,1,0,0,0,0
23544,other,other,Software Engineer,5.0,1.0,Full Stack,Male,807.0,0,0,0,0,1,0,0,0,1,0
46724,other,other,Software Engineer,11.0,4.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
56134,other,Senior Software Engineer,Software Engineer,5.0,3.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,0,1,0,0,0
36673,oracle,other,Software Engineering Manager,20.0,8.0,Full Stack,Male,511.0,0,1,0,0,0,1,0,0,0,0
38209,oracle,other,Software Engineer,15.0,1.0,Distributed Systems (Back-End),Female,807.0,0,1,0,0,0,1,0,0,0,0
37246,intel,other,Hardware Engineer,25.0,25.0,other,Male,820.0,0,1,0,0,0,0,0,1,0,0
55849,other,other,Product Manager,6.0,3.0,Product,Female,511.0,0,1,0,0,0,0,1,0,0,0
60562,microsoft,other,Software Engineer,5.0,3.0,Distributed Systems (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
49302,other,Senior Software Engineer,Software Engineer,4.0,0.0,Distributed Systems (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
50351,other,other,Software Engineer,6.0,4.0,Full Stack,Male,0.0,0,1,0,0,0,0,1,0,0,0
47806,other,other,Software Engineer,10.0,5.0,Distributed Systems (Back-End),Male,807.0,0,1,0,0,0,1,0,0,0,0
44050,other,other,Software Engineer,5.0,0.0,Full Stack,Male,623.0,0,1,0,0,0,0,1,0,0,0
58529,other,other,Software Engineer,5.0,0.0,other,Male,505.0,1,0,0,0,0,1,0,0,0,0
25003,other,L4,Product Designer,3.0,3.0,other,Female,0.0,0,1,0,0,0,0,1,0,0,0
42965,other,other,Software Engineer,5.0,2.0,API Development (Back-End),Male,524.0,0,1,0,0,0,0,1,0,0,0
42399,oracle,other,Software Engineer,8.0,1.0,Distributed Systems (Back-End),Male,819.0,1,0,0,0,0,1,0,0,0,0
38482,apple,other,Hardware Engineer,4.0,0.0,other,Male,807.0,0,0,1,0,0,1,0,0,0,0
27211,other,other,Software Engineer,8.0,8.0,Full Stack,Male,506.0,1,0,0,0,0,1,0,0,0,0
57952,other,L6,other,9.0,9.0,other,Female,819.0,0,1,0,0,0,0,1,0,0,0
44187,oracle,other,Software Engineer,15.0,10.0,other,Male,807.0,1,0,0,0,0,0,1,0,0,0
26944,other,other,Business Analyst,3.0,3.0,other,Male,623.0,0,1,0,0,0,0,0,1,0,0
47422,microsoft,other,Software Engineer,7.0,0.0,Web Development (Front-End),Male,511.0,1,0,0,0,0,0,1,0,0,0
50654,other,other,Technical Program Manager,14.0,2.0,other,Female,635.0,1,0,0,0,0,0,0,1,0,0
46483,other,other,Management Consultant,0.0,0.0,other,Male,501.0,0,1,0,0,0,0,1,0,0,0
55208,other,other,Software Engineer,2.0,0.0,Distributed Systems (Back-End),Male,0.0,1,0,0,0,0,1,0,0,0,0
35679,other,other,Hardware Engineer,2.0,2.0,other,Male,807.0,1,0,0,0,0,1,0,0,0,0
28332,other,other,Software Engineer,1.0,0.0,Web Development (Front-End),Female,501.0,0,1,0,0,0,1,0,0,0,0
46559,other,Senior Software Engineer,Software Engineer,15.0,7.0,Full Stack,Male,501.0,0,1,0,0,0,0,1,0,0,0
25781,amazon,other,Software Engineer,2.0,0.0,API Development (Back-End),Male,0.0,0,1,0,0,0,0,1,0,0,0
25344,google,L4,Software Engineer,6.0,0.0,API Development (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
51966,other,other,Product Manager,20.0,20.0,Product,Female,753.0,0,1,0,0,0,0,1,0,0,0
25845,google,L3,Software Engineer,0.0,0.0,other,Male,0.0,0,1,0,0,0,1,0,0,0,0
35045,other,other,Software Engineer,6.0,4.0,Full Stack,Male,807.0,0,1,0,0,0,1,0,0,0,0
34859,amazon,L4,Software Engineer,7.0,1.0,API Development (Back-End),Male,807.0,1,0,0,0,0,1,0,0,0,0
25282,amazon,L5,Software Engineer,7.0,0.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,0,1,0,0,0
40362,other,other,Software Engineer,0.0,0.0,Full Stack,Female,501.0,0,0,0,0,1,0,1,0,0,0
34316,google,L3,Software Engineer,5.0,0.0,other,Male,807.0,0,1,0,0,0,1,0,0,0,0
46050,other,L2,Software Engineer,5.0,3.0,API Development (Back-End),Female,506.0,1,0,0,0,0,1,0,0,0,0
39679,other,L4,Product Manager,7.0,2.0,other,Male,0.0,0,1,0,0,0,0,0,0,1,0
52045,other,other,Data Scientist,5.0,1.0,other,Female,807.0,1,0,0,0,0,0,1,0,0,0
39788,microsoft,L2,Technical Program Manager,8.0,3.0,other,Female,524.0,0,1,0,0,0,0,0,0,1,0
41765,google,L5,other,15.0,9.0,other,Male,505.0,0,1,0,0,0,0,1,0,0,0
50963,microsoft,other,Software Engineer,2.0,2.0,other,Male,819.0,0,1,0,0,0,1,0,0,0,0
53695,other,other,Software Engineer,1.0,1.0,Full Stack,Male,501.0,0,1,0,0,0,0,0,0,0,1
26568,other,other,Software Engineer,0.0,0.0,ML / AI,Male,618.0,1,0,0,0,0,1,0,0,0,0
28453,amazon,L4,Software Engineer,1.0,0.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
31653,other,other,Data Scientist,0.0,0.0,ML / AI,Female,807.0,0,1,0,0,0,0,0,0,0,1
47240,other,other,Software Engineer,1.0,1.0,Distributed Systems (Back-End),Male,0.0,0,1,0,0,0,0,1,0,0,0
57468,microsoft,other,Software Engineer,3.0,0.0,Full Stack,Male,819.0,1,0,0,0,0,0,1,0,0,0
46334,other,other,Software Engineer,1.0,0.0,API Development (Back-End),Male,504.0,0,1,0,0,0,0,0,1,0,0
59585,other,other,Software Engineer,3.0,3.0,other,Male,807.0,0,1,0,0,0,0,1,0,0,0
60923,other,L4,Software Engineer,21.0,5.0,Distributed Systems (Back-End),Male,807.0,0,0,0,1,0,0,1,0,0,0
32604,amazon,other,Software Engineer,6.0,0.0,Distributed Systems (Back-End),Female,751.0,0,1,0,0,0,0,1,0,0,0
59046,other,L6,other,10.0,0.0,other,Male,501.0,1,0,0,0,0,0,0,0,1,0
49968,microsoft,other,Software Engineer,8.0,0.0,other,Male,0.0,1,0,0,0,0,0,1,0,0,0
31799,other,other,other,23.0,0.0,other,Male,807.0,0,1,0,0,0,0,1,0,0,0
25044,microsoft,other,Software Engineer,5.0,1.0,other,Male,819.0,0,0,0,0,1,0,1,0,0,0
38252,amazon,L6,Software Engineer,6.0,4.0,API Development (Back-End),Male,0.0,0,1,0,0,0,1,0,0,0,0
48660,other,other,Software Engineer,4.0,1.0,Distributed Systems (Back-End),Male,807.0,0,0,1,0,0,1,0,0,0,0
39114,other,other,Product Manager,11.0,4.0,Product,Female,803.0,1,0,0,0,0,0,1,0,0,0
45569,other,L4,Software Engineer,6.0,3.0,other,Male,501.0,0,1,0,0,0,0,1,0,0,0
40952,other,other,Software Engineer,4.0,2.0,Distributed Systems (Back-End),Male,501.0,1,0,0,0,0,1,0,0,0,0
33634,microsoft,other,Software Engineer,3.0,2.0,Full Stack,Male,819.0,1,0,0,0,0,1,0,0,0,0
31586,other,other,Product Manager,12.0,0.0,Product,Male,819.0,0,1,0,0,0,0,1,0,0,0
50554,other,L4,Software Engineer,5.0,1.0,Full Stack,Male,0.0,0,0,0,0,1,1,0,0,0,0
44789,other,other,Data Scientist,2.0,2.0,other,Female,807.0,0,0,1,0,0,1,0,0,0,0
36413,microsoft,other,other,6.0,4.0,other,Male,609.0,1,0,0,0,0,0,1,0,0,0
52325,other,other,Software Engineer,0.0,0.0,other,Male,819.0,0,0,1,0,0,1,0,0,0,0
57703,other,other,other,5.0,3.0,other,Male,807.0,0,1,0,0,0,0,1,0,0,0
42125,other,L2,Software Engineer,2.0,2.0,Full Stack,Male,807.0,0,1,0,0,0,0,1,0,0,0
47418,other,L4,Software Engineer,20.0,3.0,API Development (Back-End),Male,506.0,0,1,0,0,0,0,1,0,0,0
30164,other,other,Software Engineer,1.0,1.0,Full Stack,Male,617.0,0,1,0,0,0,0,1,0,0,0
42031,facebook,other,Product Manager,5.0,3.0,other,Female,807.0,1,0,0,0,0,0,0,0,0,1
27245,other,Senior Software Engineer,Solution Architect,12.0,10.0,Distributed Systems (Back-End),Male,803.0,1,0,0,0,0,1,0,0,0,0
50913,microsoft,other,Software Engineer,2.0,0.0,Distributed Systems (Back-End),Female,819.0,1,0,0,0,0,1,0,0,0,0
48173,other,other,Software Engineer,2.0,0.0,Full Stack,Male,602.0,0,1,0,0,0,0,0,1,0,0
