,company,level,title,totalyearlycompensation,yearsofexperience,yearsatcompany,tag,gender,cityid,dmaid,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic
39744,other,other,Software Engineering Manager,444000,10.0,3.0,other,Male,7419,807.0,1,0,0,0,0,0,0,0,0,1
39745,other,other,Software Engineer,200000,1.0,1.0,API Development (Back-End),Male,7419,807.0,0,1,0,0,0,0,0,1,0,0
39747,other,L6,Software Engineer,506000,10.0,10.0,Distributed Systems (Back-End),Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
39750,other,other,Software Engineer,141000,3.0,3.0,Data,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
39751,other,other,Software Engineer,140000,7.0,2.0,Distributed Systems (Back-End),Male,6580,0.0,0,1,0,0,0,1,0,0,0,0
39752,intel,other,Software Engineer,176000,9.0,7.0,ML / AI,Male,7193,862.0,1,0,0,0,0,1,0,0,0,0
39759,other,other,Software Engineering Manager,196000,12.0,12.0,Full Stack,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
39762,other,other,Software Engineer,137000,2.0,0.0,Full Stack,Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
39764,other,other,Software Engineer,105000,12.0,12.0,Full Stack,Male,7408,862.0,0,1,0,0,0,0,1,0,0,0
39765,other,L3,Software Engineer,223000,3.0,3.0,ML / AI,Male,41948,807.0,0,1,0,0,0,0,0,1,0,0
39767,other,other,Software Engineer,87000,0.0,0.0,API Development (Back-End),Male,11204,623.0,0,1,0,0,0,0,0,0,0,1
39768,other,other,Software Engineer,184000,3.0,0.0,API Development (Back-End),Male,7322,807.0,1,0,0,0,0,1,0,0,0,0
39769,other,other,Product Designer,147000,3.0,1.0,User Experience (UX),Female,7419,807.0,0,1,0,0,0,1,0,0,0,0
39770,other,L3,Software Engineer,177000,2.0,0.0,Full Stack,Male,7416,825.0,0,1,0,0,0,1,0,0,0,0
39771,other,other,Software Engineering Manager,471000,30.0,2.0,Full Stack,Male,11527,819.0,0,0,0,0,1,0,1,0,0,0
39772,microsoft,other,Product Manager,210000,0.0,0.0,Technical,Female,11527,819.0,1,0,0,0,0,1,0,0,0,0
39775,other,other,Software Engineer,100000,4.0,3.0,Distributed Systems (Back-End),Male,4015,0.0,1,0,0,0,0,1,0,0,0,0
39779,other,other,Software Engineer,160000,15.0,4.0,Web Development (Front-End),Male,39886,675.0,0,1,0,0,0,0,1,0,0,0
39780,google,L5,Software Engineer,382000,5.0,5.0,Distributed Systems (Back-End),Male,7322,807.0,0,0,1,0,0,1,0,0,0,0
39782,other,other,Software Engineer,250000,7.0,2.0,other,Male,7419,807.0,0,0,0,0,1,1,0,0,0,0
39785,other,L4,Software Engineer,255000,5.0,2.0,Distributed Systems (Back-End),Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
39786,other,L4,Product Manager,187000,10.0,0.0,Technical,Male,7251,803.0,1,0,0,0,0,1,0,0,0,0
39787,other,other,other,167000,20.0,1.0,other,Male,8816,506.0,1,0,0,0,0,0,1,0,0,0
39788,microsoft,L2,Technical Program Manager,166000,8.0,3.0,other,Female,7839,524.0,0,1,0,0,0,0,0,0,1,0
39789,google,L3,Software Engineer,169000,10.0,2.0,other,Male,1311,0.0,0,1,0,0,0,1,0,0,0,0
39790,other,other,Software Engineer,92000,0.0,0.0,other,Male,6924,670.0,0,1,0,0,0,0,1,0,0,0
39792,other,other,other,157000,20.0,8.0,other,Female,10182,501.0,1,0,0,0,0,0,1,0,0,0
39793,other,other,Management Consultant,97000,2.0,2.0,other,Female,8198,602.0,0,1,0,0,0,0,0,0,0,1
39794,other,L3,Software Engineer,120000,1.0,0.0,other,Male,8864,506.0,0,0,1,0,0,1,0,0,0,0
39796,other,L5,Software Engineer,171000,6.0,1.0,other,Male,5898,0.0,0,1,0,0,0,1,0,0,0,0
39800,other,other,Management Consultant,73000,2.0,1.0,Technical,Female,7839,524.0,0,1,0,0,0,0,1,0,0,0
39801,other,other,Product Manager,120000,4.0,2.0,Product,Male,17912,0.0,0,1,0,0,0,1,0,0,0,0
39804,microsoft,other,Software Engineer,178000,6.0,6.0,other,Male,8816,506.0,1,0,0,0,0,0,1,0,0,0
39805,other,other,Software Engineering Manager,175000,22.0,5.0,API Development (Back-End),Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
39807,other,L2,Software Engineer,90000,2.0,1.0,other,Male,1206,0.0,0,1,0,0,0,1,0,0,0,0
39808,other,other,Hardware Engineer,130000,1.0,1.0,other,Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
39811,intel,other,Hardware Engineer,135000,8.0,6.0,other,Male,7193,862.0,1,0,0,0,0,0,1,0,0,0
39815,other,other,Software Engineer,62000,5.0,5.0,Full Stack,Male,6544,0.0,0,1,0,0,0,1,0,0,0,0
39823,other,other,Product Manager,50000,8.0,1.0,Product,Male,4058,0.0,1,0,0,0,0,1,0,0,0,0
39824,intel,other,Software Engineer,179000,9.0,9.0,other,Male,10500,820.0,1,0,0,0,0,0,1,0,0,0
39825,google,L5,Software Engineer,318000,4.0,1.0,ML / AI,Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
39826,other,other,Software Engineer,91000,11.0,4.0,Distributed Systems (Back-End),Male,16743,0.0,0,1,0,0,0,1,0,0,0,0
39833,other,other,Software Engineer,107000,2.0,2.0,Full Stack,Male,8198,602.0,0,1,0,0,0,0,0,0,0,1
39834,other,other,Software Engineer,101000,3.0,3.0,Full Stack,Male,11109,618.0,0,1,0,0,0,0,1,0,0,0
39835,other,other,Software Engineer,29000,1.0,1.0,Full Stack,Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
39836,intel,other,Software Engineer,122000,5.0,5.0,other,Female,10965,635.0,1,0,0,0,0,1,0,0,0,0
39837,other,other,Software Engineer,154000,2.0,2.0,API Development (Back-End),Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
39841,google,L5,Software Engineer,348000,13.0,8.0,API Development (Back-End),Male,8756,642.0,0,1,0,0,0,0,1,0,0,0
39842,other,other,Software Engineer,88000,2.0,2.0,Distributed Systems (Back-End),Male,8178,675.0,0,1,0,0,0,0,1,0,0,0
39844,other,other,Software Engineer,65000,12.0,2.0,Full Stack,Male,3643,0.0,0,0,0,1,0,0,1,0,0,0
39845,other,other,Software Engineering Manager,221000,12.0,0.0,other,Male,31793,624.0,1,0,0,0,0,1,0,0,0,0
39846,microsoft,other,Hardware Engineer,203000,5.0,1.0,other,Male,11521,819.0,1,0,0,0,0,1,0,0,0,0
39848,other,other,Software Engineer,128000,1.0,1.0,API Development (Back-End),Male,11342,511.0,0,1,0,0,0,1,0,0,0,0
39849,facebook,IC4,Software Engineer,242000,3.0,0.0,Data,Male,7300,807.0,1,0,0,0,0,1,0,0,0,0
39851,amazon,L5,Software Engineer,205000,5.0,3.0,API Development (Back-End),Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
39852,google,L4,Product Manager,244000,6.0,4.0,Product,Male,7322,807.0,0,1,0,0,0,0,0,0,0,1
39853,other,other,Software Engineer,93000,3.0,2.0,Web Development (Front-End),Male,12890,501.0,1,0,0,0,0,0,1,0,0,0
39854,other,L1,Business Analyst,77000,0.0,0.0,other,Male,8816,506.0,0,1,0,0,0,1,0,0,0,0
39855,other,other,Software Engineer,155000,10.0,1.0,Data,Male,12008,0.0,1,0,0,0,0,0,1,0,0,0
39856,intel,other,Solution Architect,191000,17.0,7.0,other,Female,10522,820.0,1,0,0,0,0,1,0,0,0,0
39857,other,other,Software Engineer,162000,5.0,5.0,Distributed Systems (Back-End),Male,40303,511.0,1,0,0,0,0,0,1,0,0,0
39859,other,L1,Software Engineer,76000,1.0,1.0,API Development (Back-End),Male,11204,623.0,1,0,0,0,0,1,0,0,0,0
39860,other,other,Software Engineer,191000,18.0,7.0,Full Stack,Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
39861,amazon,L4,Software Engineer,120000,7.0,0.0,Distributed Systems (Back-End),Female,4015,0.0,0,1,0,0,0,0,1,0,0,0
39863,other,other,Software Engineer,210000,3.0,2.0,API Development (Back-End),Male,7422,807.0,0,1,0,0,0,0,1,0,0,0
39865,facebook,E5,Software Engineer,315000,6.0,0.0,Full Stack,Male,7020,753.0,0,1,0,0,0,0,1,0,0,0
39867,amazon,L5,Software Engineer,194000,10.0,2.0,other,Male,7229,803.0,0,1,0,0,0,0,0,0,0,1
39869,cisco,L2,Software Engineer,150000,4.0,4.0,Distributed Systems (Back-End),Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
39873,other,IC4,Software Engineer,220000,5.0,5.0,Distributed Systems (Back-End),Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
39874,other,other,Software Engineer,155000,4.0,0.0,Full Stack,Male,10182,501.0,1,0,0,0,0,1,0,0,0,0
39877,amazon,L4,Software Engineer,177000,1.0,0.0,Distributed Systems (Back-End),Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
39878,other,L5,Software Engineer,220000,11.0,1.0,Distributed Systems (Back-End),Male,7419,807.0,1,0,0,0,0,0,1,0,0,0
39879,ibm,other,Product Manager,271000,14.0,5.0,Product,Male,11039,623.0,0,1,0,0,0,0,1,0,0,0
39883,microsoft,other,Software Engineer,208000,5.0,0.0,Distributed Systems (Back-End),Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
39885,other,other,Software Engineer,295000,5.0,0.0,ML / AI,Male,7322,807.0,0,0,1,0,0,1,0,0,0,0
39887,amazon,L6,other,217000,14.0,5.0,Technical,Male,10965,635.0,0,1,0,0,0,0,0,0,0,1
39890,ibm,other,Software Engineer,102000,2.0,2.0,other,Male,1317,560.0,0,1,0,0,0,0,0,0,1,0
39893,other,other,Software Engineer,202000,10.0,3.0,Data,Male,7422,807.0,0,1,0,0,0,1,0,0,0,0
39902,amazon,L5,Software Engineer,168000,9.0,0.0,API Development (Back-End),Male,1320,0.0,0,1,0,0,0,1,0,0,0,0
39903,other,other,Software Engineer,109000,1.0,1.0,Full Stack,Male,12008,0.0,0,1,0,0,0,0,0,0,1,0
39905,other,other,Software Engineer,136000,10.0,0.0,Full Stack,Male,11434,556.0,0,1,0,0,0,0,1,0,0,0
39907,other,other,Software Engineer,140000,1.0,1.0,Web Development (Front-End),Female,10182,501.0,0,1,0,0,0,0,1,0,0,0
39908,facebook,other,Software Engineer,180000,0.0,0.0,Full Stack,Male,10182,501.0,1,0,0,0,0,1,0,0,0,0
39909,other,other,Software Engineering Manager,506000,15.0,2.0,Distributed Systems (Back-End),Male,7419,807.0,1,0,0,0,0,1,0,0,0,0
39910,ibm,other,Software Engineer,75000,6.0,6.0,Data,Male,1206,0.0,0,1,0,0,0,0,1,0,0,0
39911,other,other,other,224000,9.0,0.0,other,Male,7419,807.0,1,0,0,0,0,0,1,0,0,0
39912,other,other,Solution Architect,220000,15.0,2.0,other,Male,7839,524.0,0,1,0,0,0,1,0,0,0,0
39913,other,L2,other,110000,6.0,3.0,Technical,Male,8816,506.0,0,1,0,0,0,0,1,0,0,0
39914,other,other,Management Consultant,129000,6.0,6.0,other,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
39915,other,other,Software Engineer,230000,7.0,7.0,other,Male,10182,501.0,1,0,0,0,0,0,0,1,0,0
39916,other,L5,Software Engineer,77000,1.0,1.0,Distributed Systems (Back-End),Male,10965,635.0,0,1,0,0,0,0,1,0,0,0
39917,other,other,Software Engineer,187000,10.0,6.0,Data,Male,12008,0.0,0,1,0,0,0,0,1,0,0,0
39919,other,other,Software Engineering Manager,275000,14.0,5.0,Full Stack,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
39921,other,other,Software Engineer,22000,1.0,1.0,Full Stack,Male,42498,0.0,0,1,0,0,0,1,0,0,0,0
39924,other,other,other,142000,4.0,1.0,other,Male,7419,807.0,1,0,0,0,0,1,0,0,0,0
39927,other,other,Software Engineer,74000,5.0,5.0,Full Stack,Male,42498,0.0,1,0,0,0,0,1,0,0,0,0
39928,other,other,Software Engineer,147000,1.0,1.0,Full Stack,Male,12008,0.0,1,0,0,0,0,0,1,0,0,0
39929,microsoft,other,Software Engineer,187000,0.0,0.0,Distributed Systems (Back-End),Male,11521,819.0,0,1,0,0,0,0,0,0,0,1
39933,google,L3,Software Engineer,245000,2.0,2.0,Distributed Systems (Back-End),Male,11497,819.0,0,1,0,0,0,1,0,0,0,0
39934,other,other,Software Engineer,198000,4.0,2.0,Web Development (Front-End),Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
39935,microsoft,other,Product Manager,167000,1.0,1.0,Technical,Female,11527,819.0,0,1,0,0,0,1,0,0,0,0
39939,facebook,IC4,Product Designer,203000,5.0,0.0,User Experience (UX),Female,7300,807.0,0,1,0,0,0,1,0,0,0,0
39940,other,other,Software Engineering Manager,298000,20.0,2.0,Data,Male,12391,511.0,0,1,0,0,0,1,0,0,0,0
39943,other,other,Software Engineer,130000,2.0,2.0,Web Development (Front-End),Male,10182,501.0,0,1,0,0,0,0,0,1,0,0
39944,facebook,other,Software Engineer,261000,6.0,2.0,other,Male,7300,807.0,1,0,0,0,0,1,0,0,0,0
39946,amazon,L5,Software Engineer,186000,7.0,5.0,other,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
39948,other,L2,Product Manager,85000,1.0,0.0,Product,Male,7427,807.0,1,0,0,0,0,0,1,0,0,0
39950,other,L5,Software Engineer,342000,8.0,0.0,ML / AI,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
39953,other,other,Software Engineer,365000,13.0,2.0,Full Stack,Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
39955,other,other,Software Engineer,142000,4.0,0.0,Web Development (Front-End),Male,10522,820.0,1,0,0,0,0,1,0,0,0,0
39956,facebook,other,Software Engineer,230000,1.0,1.0,Distributed Systems (Back-End),Male,10182,501.0,1,0,0,0,0,0,1,0,0,0
39957,ibm,other,Business Analyst,155000,45.0,20.0,other,Female,7422,807.0,1,0,0,0,0,0,1,0,0,0
39958,other,other,Software Engineer,274000,10.0,0.0,other,Male,7275,803.0,0,1,0,0,0,0,1,0,0,0
39960,apple,other,Software Engineer,181000,2.0,0.0,ML / AI,Male,7158,807.0,1,0,0,0,0,1,0,0,0,0
39962,other,other,Solution Architect,240000,22.0,1.0,Distributed Systems (Back-End),Male,7322,807.0,1,0,0,0,0,1,0,0,0,0
39964,facebook,L4,Data Scientist,200000,6.0,1.0,Product,Male,10182,501.0,1,0,0,0,0,0,0,1,0,0
39967,amazon,L5,Software Engineer,196000,3.0,3.0,other,Female,11527,819.0,1,0,0,0,0,1,0,0,0,0
39968,oracle,other,Software Engineer,336000,13.0,0.0,Distributed Systems (Back-End),Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
39969,google,L5,Data Scientist,216000,5.0,0.0,ML / AI,Male,11433,511.0,1,0,0,0,0,0,0,0,0,1
39970,facebook,E5,Business Analyst,240000,6.0,1.0,other,Male,7300,807.0,0,1,0,0,0,0,0,0,0,1
39971,other,other,Software Engineer,208000,8.0,0.0,Full Stack,Male,7438,803.0,0,1,0,0,0,0,1,0,0,0
39972,other,other,Software Engineer,125000,8.0,1.0,Full Stack,Male,11582,669.0,0,1,0,0,0,0,1,0,0,0
39974,other,other,Product Manager,483000,7.0,4.0,Full Stack,Female,7419,807.0,0,1,0,0,0,0,0,1,0,0
39978,other,other,other,180000,8.0,2.0,other,Female,7419,807.0,0,1,0,0,0,0,1,0,0,0
39980,other,L3,Software Engineer,190000,0.0,0.0,ML / AI,Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
39982,other,other,Software Engineer,200000,11.0,1.0,API Development (Back-End),Male,11039,623.0,1,0,0,0,0,1,0,0,0,0
39983,other,other,Software Engineering Manager,36000,15.0,15.0,Data,Male,13690,0.0,0,1,0,0,0,1,0,0,0,0
39984,other,L2,Software Engineer,150000,5.0,0.0,Full Stack,Male,7229,803.0,0,1,0,0,0,0,0,0,0,1
39986,other,L4,Software Engineer,167000,5.0,2.0,Full Stack,Female,7419,807.0,1,0,0,0,0,1,0,0,0,0
39992,cisco,other,Software Engineer,103000,0.0,0.0,Full Stack,Male,7422,807.0,0,1,0,0,0,1,0,0,0,0
39995,other,other,Hardware Engineer,205000,10.0,2.0,other,Male,7392,807.0,1,0,0,0,0,1,0,0,0,0
39997,apple,other,Software Engineer,320000,15.0,7.0,other,Male,17912,0.0,0,1,0,0,0,1,0,0,0,0
39998,other,E5,other,227000,8.0,0.0,Technical,Male,7199,807.0,1,0,0,0,0,1,0,0,0,0
40001,other,other,Management Consultant,160000,13.0,2.0,other,Female,7419,807.0,0,1,0,0,0,0,1,0,0,0
40002,microsoft,other,Software Engineer,161000,2.0,2.0,Distributed Systems (Back-End),Male,1320,0.0,0,1,0,0,0,0,1,0,0,0
40003,facebook,other,Software Engineer,175000,1.0,1.0,Full Stack,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
40004,other,other,Software Engineer,74000,1.0,1.0,Full Stack,Male,12827,0.0,0,1,0,0,0,0,1,0,0,0
40005,other,other,Software Engineer,223000,0.0,0.0,Distributed Systems (Back-End),Male,7427,807.0,0,1,0,0,0,1,0,0,0,0
40006,other,other,Data Scientist,127000,5.0,5.0,Data,Male,12827,0.0,1,0,0,0,0,0,1,0,0,0
40008,other,L3,Software Engineer,100000,14.0,2.0,other,Male,3761,0.0,0,1,0,0,0,1,0,0,0,0
40010,other,other,Software Engineer,211000,6.0,6.0,other,Male,4015,0.0,0,1,0,0,0,0,1,0,0,0
40011,other,other,Software Engineer,178000,6.0,1.0,Full Stack,Male,10182,501.0,1,0,0,0,0,1,0,0,0,0
40014,oracle,other,Solution Architect,143000,15.0,13.0,other,Male,6713,0.0,1,0,0,0,0,0,1,0,0,0
40015,oracle,other,Solution Architect,143000,15.0,13.0,other,Male,6713,0.0,1,0,0,0,0,0,1,0,0,0
40016,other,other,Software Engineer,135000,2.0,2.0,Distributed Systems (Back-End),Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
40019,microsoft,other,Software Engineer,176000,10.0,1.0,Full Stack,Male,11521,819.0,0,1,0,0,0,1,0,0,0,0
40020,other,other,Software Engineer,89000,6.0,2.0,Data,Male,12008,0.0,0,1,0,0,0,1,0,0,0,0
40021,ibm,other,Software Engineer,107000,22.0,21.0,ML / AI,Male,4015,0.0,0,1,0,0,0,0,1,0,0,0
40023,other,other,Management Consultant,245000,9.0,3.0,other,Male,10182,501.0,1,0,0,0,0,0,1,0,0,0
40026,other,L3,Software Engineering Manager,297000,18.0,2.0,Full Stack,Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
40027,other,other,Software Engineer,44000,6.0,1.0,Full Stack,Female,4058,0.0,0,1,0,0,0,1,0,0,0,0
40028,salesforce,other,Product Manager,525000,19.0,1.0,Product,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
40029,microsoft,other,Technical Program Manager,290000,19.0,1.0,Data,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
40030,other,other,Management Consultant,175000,9.0,1.0,other,Male,7275,803.0,0,1,0,0,0,0,1,0,0,0
40031,other,other,Software Engineer,105000,2.0,1.0,Full Stack,Male,5906,0.0,0,1,0,0,0,0,1,0,0,0
40034,other,other,Software Engineer,16000,0.0,0.0,Full Stack,Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
40035,other,other,Software Engineer,75000,1.0,1.0,API Development (Back-End),Female,1180,770.0,0,1,0,0,0,1,0,0,0,0
40043,other,other,Product Manager,210000,20.0,13.0,other,Female,10965,635.0,0,1,0,0,0,0,1,0,0,0
40044,other,other,Software Engineer,10000,2.0,2.0,other,Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
40045,other,other,Software Engineer,149000,0.0,0.0,other,Male,7416,825.0,1,0,0,0,0,1,0,0,0,0
40047,microsoft,other,Product Manager,290000,17.0,12.0,Product,Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
40048,other,other,Software Engineer,22000,3.0,3.0,Full Stack,Female,47926,0.0,0,1,0,0,0,1,0,0,0,0
40049,facebook,other,Software Engineer,218000,11.0,1.0,Full Stack,Male,12008,0.0,0,0,0,1,0,0,1,0,0,0
40051,intel,other,Software Engineer,147000,15.0,5.0,DevOps,Male,1206,0.0,1,0,0,0,0,1,0,0,0,0
40052,other,Senior Software Engineer,Software Engineer,62000,3.0,3.0,Full Stack,Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
40053,other,L5,Data Scientist,105000,7.0,0.0,Data,Female,9194,613.0,1,0,0,0,0,0,1,0,0,0
40054,other,other,Hardware Engineer,83000,4.0,2.0,other,Male,3845,0.0,1,0,0,0,0,1,0,0,0,0
40059,other,L5,Hardware Engineer,497000,14.0,7.0,other,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
40061,other,other,Software Engineer,196000,5.0,4.0,ML / AI,Male,10182,501.0,1,0,0,0,0,0,1,0,0,0
40062,other,L1,Software Engineer,120000,1.0,0.0,Full Stack,Male,10965,635.0,0,1,0,0,0,0,1,0,0,0
40063,other,other,Software Engineer,420000,7.0,4.0,Distributed Systems (Back-End),Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
40064,other,other,Software Engineer,180000,3.0,3.0,API Development (Back-End),Female,9920,501.0,0,1,0,0,0,0,1,0,0,0
40065,microsoft,other,Product Manager,225000,3.0,3.0,other,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
40067,microsoft,other,Solution Architect,245000,19.0,7.0,Distributed Systems (Back-End),Male,7419,807.0,1,0,0,0,0,1,0,0,0,0
40068,other,Senior Software Engineer,Software Engineer,203000,5.0,5.0,Distributed Systems (Back-End),Male,10182,501.0,1,0,0,0,0,1,0,0,0,0
40071,other,Senior Software Engineer,Software Engineer,175000,5.0,2.0,Distributed Systems (Back-End),Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
40073,amazon,L5,Software Engineer,210000,2.0,0.0,other,Male,11385,511.0,0,1,0,0,0,0,1,0,0,0
40076,other,other,Management Consultant,87000,0.0,0.0,other,Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
40079,other,other,Data Scientist,171000,3.0,3.0,Data,Female,10182,501.0,0,1,0,0,0,1,0,0,0,0
40082,other,other,Software Engineer,127000,4.0,2.0,Full Stack,Male,1180,770.0,1,0,0,0,0,1,0,0,0,0
40083,google,L5,Software Engineer,324000,10.0,4.0,ML / AI,Male,7322,807.0,1,0,0,0,0,0,0,1,0,0
40084,other,other,Product Designer,209000,3.0,0.0,other,Female,7419,807.0,0,1,0,0,0,1,0,0,0,0
40085,other,other,Software Engineer,155000,2.0,2.0,API Development (Back-End),Female,9920,501.0,0,1,0,0,0,1,0,0,0,0
40091,other,other,Software Engineer,98000,15.0,5.0,other,Male,1320,0.0,0,0,0,0,1,1,0,0,0,0
40093,other,other,Software Engineer,41000,2.0,2.0,API Development (Back-End),Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
40096,other,other,Software Engineer,59000,5.0,5.0,API Development (Back-End),Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
40097,other,other,Management Consultant,179000,5.0,2.0,other,Female,7275,803.0,1,0,0,0,0,1,0,0,0,0
40103,amazon,other,Software Engineer,177000,0.0,0.0,other,Male,7419,807.0,0,1,0,0,0,1,0,0,0,0
40104,other,other,Software Engineer,180000,10.0,2.0,Distributed Systems (Back-End),Male,7392,807.0,0,1,0,0,0,0,1,0,0,0
40107,google,L4,Software Engineer,283000,4.0,4.0,API Development (Back-End),Male,7322,807.0,1,0,0,0,0,1,0,0,0,0
40109,facebook,other,Product Manager,460000,8.0,3.0,Product,Male,7419,807.0,0,1,0,0,0,0,0,1,0,0
40110,other,other,Product Manager,500000,3.0,1.0,Technical,Male,7277,807.0,0,1,0,0,0,0,1,0,0,0
40111,other,other,Software Engineer,120000,2.0,2.0,Full Stack,Female,9920,501.0,0,1,0,0,0,0,0,0,0,1
40112,amazon,other,Software Engineer,225000,2.0,0.0,Full Stack,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
40113,other,L4,Software Engineer,180000,9.0,4.0,Web Development (Front-End),Female,7472,807.0,1,0,0,0,0,1,0,0,0,0
40116,amazon,L5,Software Engineer,220000,14.0,5.0,Distributed Systems (Back-End),Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
40120,intel,other,Hardware Engineer,160000,4.0,4.0,other,Male,10522,820.0,0,0,1,0,0,1,0,0,0,0
40123,apple,other,Software Engineer,510000,12.0,3.0,other,Male,7158,807.0,0,0,1,0,0,0,1,0,0,0
40124,other,L5,other,134000,29.0,10.0,other,Female,10182,501.0,0,1,0,0,0,0,1,0,0,0
40125,salesforce,other,Software Engineer,124000,4.0,2.0,other,Male,8399,527.0,1,0,0,0,0,1,0,0,0,0
40126,other,other,Management Consultant,112000,8.0,2.0,other,Female,40303,511.0,1,0,0,0,0,0,0,0,1,0
40127,amazon,L5,Software Engineer,296000,8.0,0.0,Distributed Systems (Back-End),Male,7351,807.0,1,0,0,0,0,1,0,0,0,0
40131,other,other,Software Engineer,36000,2.0,2.0,Distributed Systems (Back-End),Female,4843,0.0,1,0,0,0,0,0,1,0,0,0
40132,other,Senior Software Engineer,Software Engineer,115000,4.0,1.0,Full Stack,Male,10646,504.0,1,0,0,0,0,0,1,0,0,0
40133,other,other,Data Scientist,44000,5.0,1.0,Data,Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
40136,microsoft,other,Software Engineer,72000,8.0,3.0,API Development (Back-End),Male,47926,0.0,0,1,0,0,0,1,0,0,0,0
40138,other,IC4,Software Engineer,282000,11.0,2.0,other,Male,7534,751.0,1,0,0,0,0,1,0,0,0,0
40140,other,other,Software Engineer,80000,18.0,5.0,other,Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
40141,other,L4,Solution Architect,125000,1.0,1.0,other,Male,11385,511.0,0,1,0,0,0,0,0,0,1,0
40142,other,Senior Software Engineer,Software Engineer,157000,4.0,0.0,Full Stack,Male,11342,511.0,0,1,0,0,0,0,0,0,1,0
40143,other,other,Software Engineer,300000,5.0,3.0,ML / AI,Male,3583,0.0,0,0,1,0,0,1,0,0,0,0
40144,other,other,Product Designer,257000,15.0,1.0,other,Female,7322,807.0,0,1,0,0,0,1,0,0,0,0
40145,microsoft,other,Product Manager,145000,0.0,0.0,Product,Female,1320,0.0,0,1,0,0,0,0,0,0,1,0
40146,other,other,Software Engineer,62000,5.0,1.0,Full Stack,Male,5950,0.0,0,1,0,0,0,0,1,0,0,0
40147,amazon,L4,Software Engineer,171000,2.0,0.0,API Development (Back-End),Male,11527,819.0,0,0,0,1,0,0,1,0,0,0
40148,google,L3,Software Engineer,192000,0.0,0.0,API Development (Back-End),Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
40149,other,other,Product Manager,176000,8.0,8.0,other,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
40151,other,other,Software Engineer,315000,15.0,5.0,other,Male,10965,635.0,1,0,0,0,0,0,1,0,0,0
40155,other,other,Hardware Engineer,62000,1.0,1.0,other,Male,5906,0.0,0,1,0,0,0,0,1,0,0,0
40156,google,L5,Software Engineer,376000,13.0,1.0,ML / AI,Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
40162,intel,other,other,177000,9.0,5.0,other,Male,10522,820.0,1,0,0,0,0,0,1,0,0,0
40164,amazon,L6,Product Manager,310000,8.0,3.0,Product,Male,10182,501.0,1,0,0,0,0,1,0,0,0,0
40166,amazon,L5,Business Analyst,128000,3.0,1.0,Technical,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
40168,other,other,Software Engineer,178000,5.0,5.0,Full Stack,Female,9920,501.0,0,1,0,0,0,0,1,0,0,0
