,company,level,title,totalyearlycompensation,yearsofexperience,yearsatcompany,tag,gender,cityid,dmaid,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic
23879,amazon,L6,Product Manager,159000,15.0,3.0,other,Male,12008,0.0,1,0,0,0,0,0,1,0,0,0
23881,other,Senior Software Engineer,Software Engineer,70000,4.0,4.0,Full Stack,Male,17912,0.0,0,1,0,0,0,0,1,0,0,0
23882,other,other,Software Engineer,67000,10.0,3.0,Distributed Systems (Back-End),Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
23883,amazon,L4,Software Engineer,112000,0.0,0.0,Distributed Systems (Back-End),Female,11527,819.0,1,0,0,0,0,1,0,0,0,0
23887,other,L2,Software Engineer,140000,2.0,1.0,Full Stack,Male,8816,506.0,0,1,0,0,0,0,1,0,0,0
23889,other,other,Software Engineer,119000,7.0,7.0,other,Male,28525,506.0,1,0,0,0,0,0,0,0,1,0
23890,other,L2,Software Engineer,110000,5.0,1.0,API Development (Back-End),Male,15555,770.0,1,0,0,0,0,1,0,0,0,0
23891,other,other,Product Manager,500000,7.0,2.0,Full Stack,Male,7277,807.0,0,1,0,0,0,0,0,0,1,0
23892,amazon,L6,Product Manager,245000,15.0,5.0,Distributed Systems (Back-End),Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
23893,other,L4,Software Engineer,158000,3.0,0.0,Distributed Systems (Back-End),Male,1288,501.0,1,0,0,0,0,1,0,0,0,0
23894,other,Senior Software Engineer,Software Engineer,220000,3.0,0.0,API Development (Back-End),Male,10182,501.0,1,0,0,0,0,1,0,0,0,0
23896,other,other,Software Engineer,185000,0.0,0.0,Distributed Systems (Back-End),Female,7419,807.0,0,1,0,0,0,0,1,0,0,0
23900,other,L3,Software Engineer,181000,9.0,2.0,Distributed Systems (Back-End),Male,8816,506.0,1,0,0,0,0,1,0,0,0,0
23901,other,other,Software Engineer,48000,7.0,1.0,other,Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
23902,other,other,Software Engineer,160000,7.0,1.0,Full Stack,Male,7419,807.0,1,0,0,0,0,1,0,0,0,0
23905,other,other,Software Engineer,100000,3.0,1.0,API Development (Back-End),Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
23907,amazon,L4,Software Engineer,188000,0.0,0.0,Full Stack,Female,7472,807.0,1,0,0,0,0,1,0,0,0,0
23910,other,other,Software Engineer,240000,16.0,2.0,other,Male,40303,511.0,0,1,0,0,0,0,1,0,0,0
23911,apple,other,Software Engineer,181000,5.0,1.0,Web Development (Front-End),Male,7158,807.0,1,0,0,0,0,1,0,0,0,0
23913,other,other,Product Designer,170000,18.0,7.0,other,Male,8864,506.0,0,1,0,0,0,0,1,0,0,0
23914,other,other,Software Engineer,125000,10.0,7.0,Full Stack,Male,11582,669.0,0,1,0,0,0,0,1,0,0,0
23917,apple,other,Data Scientist,246000,6.0,0.0,other,Male,7158,807.0,0,1,0,0,0,0,1,0,0,0
23918,other,L5,Software Engineer,425000,8.0,2.0,API Development (Back-End),Male,7419,807.0,0,1,0,0,0,1,0,0,0,0
23921,facebook,other,Software Engineer,234000,2.0,2.0,other,Male,7300,807.0,0,1,0,0,0,1,0,0,0,0
23922,apple,other,Software Engineering Manager,500000,25.0,1.0,other,Male,7416,825.0,0,1,0,0,0,0,1,0,0,0
23923,oracle,IC4,Software Engineer,120000,12.0,0.0,DevOps,Female,7419,807.0,0,1,0,0,0,1,0,0,0,0
23924,other,Senior Software Engineer,Software Engineer,650000,15.0,5.0,ML / AI,Male,7277,807.0,1,0,0,0,0,1,0,0,0,0
23925,other,other,Software Engineer,300000,4.0,1.0,API Development (Back-End),Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
23927,other,other,Software Engineer,215000,2.0,1.0,Web Development (Front-End),Male,7472,807.0,0,1,0,0,0,0,0,0,0,1
23931,other,other,Hardware Engineer,225000,13.0,3.0,other,Male,7416,825.0,0,1,0,0,0,1,0,0,0,0
23933,amazon,other,Product Manager,368000,10.0,4.0,Full Stack,Male,11527,819.0,1,0,0,0,0,0,0,1,0,0
23934,other,other,Software Engineer,200000,14.0,14.0,Full Stack,Male,7322,807.0,1,0,0,0,0,1,0,0,0,0
23935,google,L5,other,250000,8.0,6.0,other,Female,7322,807.0,1,0,0,0,0,1,0,0,0,0
23938,other,other,other,67000,7.0,3.0,other,Male,6580,0.0,0,1,0,0,0,0,1,0,0,0
23939,google,L7,Software Engineering Manager,721000,16.0,12.0,Full Stack,Male,7322,807.0,0,1,0,0,0,1,0,0,0,0
23941,microsoft,other,Software Engineering Manager,200000,10.0,0.0,Distributed Systems (Back-End),Male,6453,0.0,0,1,0,0,0,1,0,0,0,0
23943,other,other,Management Consultant,300000,9.0,5.0,other,Male,17912,0.0,1,0,0,0,0,1,0,0,0,0
23946,apple,other,Software Engineer,190000,5.0,3.0,Full Stack,Male,10965,635.0,1,0,0,0,0,0,1,0,0,0
23947,facebook,other,Software Engineer,225000,2.0,0.0,Full Stack,Male,10182,501.0,0,1,0,0,0,0,0,0,0,1
23950,other,other,Software Engineer,295000,6.0,1.0,Distributed Systems (Back-End),Male,7351,807.0,0,1,0,0,0,1,0,0,0,0
23953,other,other,Software Engineer,180000,1.0,1.0,Distributed Systems (Back-End),Male,7472,807.0,0,1,0,0,0,1,0,0,0,0
23954,other,other,Product Designer,253000,5.0,2.0,other,Female,7419,807.0,1,0,0,0,0,1,0,0,0,0
23955,other,other,Product Manager,224000,15.0,4.0,other,Male,9194,613.0,1,0,0,0,0,0,1,0,0,0
23958,other,L4,Software Engineer,100000,4.0,1.0,Full Stack,Male,9050,505.0,1,0,0,0,0,1,0,0,0,0
23963,amazon,L5,Software Engineer,160000,11.0,0.0,API Development (Back-End),Male,1206,0.0,1,0,0,0,0,0,1,0,0,0
23965,other,other,Software Engineer,210000,2.0,2.0,Full Stack,Female,7472,807.0,1,0,0,0,0,1,0,0,0,0
23967,amazon,L4,Data Scientist,185000,4.0,0.0,ML / AI,Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
23969,other,other,Software Engineer,205000,3.0,0.0,API Development (Back-End),Female,10182,501.0,0,1,0,0,0,1,0,0,0,0
23971,other,L3,Software Engineering Manager,238000,10.0,3.0,DevOps,Male,7422,807.0,0,1,0,0,0,0,1,0,0,0
23972,facebook,other,Software Engineer,203000,1.0,1.0,ML / AI,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
23976,amazon,L5,Software Engineer,230000,5.0,0.0,Distributed Systems (Back-End),Male,7351,807.0,0,1,0,0,0,1,0,0,0,0
23977,amazon,L4,Software Engineer,149000,1.0,0.0,Full Stack,Male,11527,819.0,0,1,0,0,0,0,0,0,0,1
23978,other,other,Data Scientist,102000,0.0,0.0,ML / AI,Male,11434,556.0,1,0,0,0,0,1,0,0,0,0
23980,other,other,Product Designer,90000,2.0,2.0,Web Development (Front-End),Female,8816,506.0,0,1,0,0,0,0,1,0,0,0
23982,other,other,Software Engineer,70000,2.0,2.0,Full Stack,Male,10919,659.0,1,0,0,0,0,1,0,0,0,0
23985,oracle,other,Technical Program Manager,115000,8.0,5.0,ML / AI,Male,40303,511.0,0,1,0,0,0,1,0,0,0,0
23987,microsoft,other,Software Engineer,270000,22.0,1.0,other,Male,11521,819.0,0,1,0,0,0,0,1,0,0,0
23988,facebook,E5,Software Engineer,315000,8.0,0.0,Full Stack,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
23989,apple,other,Data Scientist,400000,17.0,7.0,ML / AI,Male,7158,807.0,1,0,0,0,0,1,0,0,0,0
23993,oracle,other,Software Engineer,165000,2.0,1.0,Distributed Systems (Back-End),Female,7434,807.0,1,0,0,0,0,1,0,0,0,0
23994,other,other,Software Engineering Manager,310000,15.0,1.0,Full Stack,Female,7422,807.0,0,1,0,0,0,0,1,0,0,0
23999,facebook,other,Software Engineer,280000,2.0,1.0,other,Male,7300,807.0,0,1,0,0,0,1,0,0,0,0
24001,other,other,Data Scientist,40000,16.0,12.0,Distributed Systems (Back-End),Male,18625,623.0,1,0,0,0,0,0,1,0,0,0
24002,other,L2,Software Engineer,226000,5.0,1.0,other,Male,4015,0.0,0,0,0,1,0,0,1,0,0,0
24003,other,other,Solution Architect,250000,15.0,5.0,other,Male,11896,609.0,0,1,0,0,0,1,0,0,0,0
24005,microsoft,other,Software Engineer,63000,9.0,3.0,Distributed Systems (Back-End),Male,4058,0.0,1,0,0,0,0,1,0,0,0,0
24006,other,other,Software Engineer,143000,5.0,1.0,other,Other,3543,0.0,0,1,0,0,0,1,0,0,0,0
24007,other,other,Hardware Engineer,270000,15.0,2.0,other,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
24011,amazon,other,Software Engineer,180000,15.0,15.0,Distributed Systems (Back-End),Male,4015,0.0,0,1,0,0,0,1,0,0,0,0
24012,cisco,other,Software Engineer,283000,19.0,19.0,other,Male,7422,807.0,1,0,0,0,0,1,0,0,0,0
24014,other,other,Data Scientist,105000,1.0,1.0,ML / AI,Male,10182,501.0,1,0,0,0,0,0,1,0,0,0
24015,other,other,Technical Program Manager,200000,25.0,3.0,Distributed Systems (Back-End),Male,11527,819.0,1,0,0,0,0,0,1,0,0,0
24016,other,other,Software Engineer,82000,7.0,0.0,API Development (Back-End),Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
24017,other,other,Technical Program Manager,138000,20.0,5.0,other,Male,4015,0.0,1,0,0,0,0,0,1,0,0,0
24021,other,other,Product Manager,291000,7.0,0.0,ML / AI,Male,7322,807.0,0,1,0,0,0,1,0,0,0,0
24029,amazon,L5,Software Engineer,49000,3.0,3.0,Full Stack,Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
24030,cisco,other,Technical Program Manager,210000,12.0,4.0,other,Male,7304,807.0,1,0,0,0,0,1,0,0,0,0
24031,other,other,Solution Architect,354000,10.0,3.0,ML / AI,Male,7434,807.0,0,1,0,0,0,0,1,0,0,0
24034,other,other,Software Engineer,140000,10.0,0.0,API Development (Back-End),Male,11527,819.0,0,1,0,0,0,0,0,0,0,1
24035,other,other,Software Engineer,70000,2.0,2.0,Full Stack,Male,10919,659.0,1,0,0,0,0,1,0,0,0,0
24044,amazon,L5,Software Engineer,240000,5.0,5.0,Full Stack,Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
24048,amazon,other,Software Engineer,392000,21.0,1.0,Full Stack,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
24049,other,other,Software Engineering Manager,250000,12.0,7.0,API Development (Back-End),Male,7416,825.0,1,0,0,0,0,1,0,0,0,0
24054,other,other,Software Engineer,88000,6.0,2.0,Full Stack,Male,1320,0.0,1,0,0,0,0,1,0,0,0,0
24055,facebook,other,Product Designer,270000,7.0,4.0,other,Male,7300,807.0,0,1,0,0,0,0,1,0,0,0
24056,other,other,other,80000,3.0,1.0,other,Female,11039,623.0,0,1,0,0,0,1,0,0,0,0
24057,other,other,Software Engineer,160000,9.0,9.0,Full Stack,Male,12215,669.0,1,0,0,0,0,1,0,0,0,0
24058,amazon,L6,Software Engineer,304000,10.0,1.0,other,Male,7472,807.0,0,0,1,0,0,0,1,0,0,0
24061,other,L5,Software Engineering Manager,225000,8.0,8.0,Full Stack,Male,11321,770.0,0,1,0,0,0,0,1,0,0,0
24063,google,L3,Software Engineer,184000,1.0,0.0,API Development (Back-End),Male,7351,807.0,1,0,0,0,0,0,0,1,0,0
24068,other,other,Software Engineer,115000,15.0,3.0,Web Development (Front-End),Male,3651,0.0,1,0,0,0,0,0,0,1,0,0
24072,google,L4,Software Engineer,369000,10.0,0.0,other,Male,10182,501.0,1,0,0,0,0,0,0,0,1,0
24078,amazon,L5,Software Engineer,267000,5.0,4.0,Distributed Systems (Back-End),Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
24079,google,L3,Software Engineer,178000,4.0,1.0,Distributed Systems (Back-End),Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
24081,other,other,Software Engineer,200000,7.0,3.0,other,Male,7434,807.0,0,1,0,0,0,1,0,0,0,0
24084,other,other,Product Manager,190000,10.0,3.0,Full Stack,Female,10182,501.0,1,0,0,0,0,0,0,0,1,0
24087,other,other,Software Engineer,210000,3.0,0.0,Distributed Systems (Back-End),Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
24093,other,other,Software Engineer,94000,12.0,2.0,Full Stack,Male,4752,0.0,1,0,0,0,0,0,1,0,0,0
24098,other,other,Software Engineer,42000,4.0,1.0,API Development (Back-End),Male,1384,0.0,0,0,0,1,0,0,1,0,0,0
24100,other,other,Software Engineer,22000,6.0,4.0,API Development (Back-End),Male,1396,0.0,1,0,0,0,0,0,1,0,0,0
24103,other,other,Software Engineer,24000,3.0,1.0,Web Development (Front-End),Male,1384,0.0,0,1,0,0,0,0,1,0,0,0
24105,apple,other,Software Engineer,247000,12.0,4.0,Web Development (Front-End),Male,7158,807.0,1,0,0,0,0,1,0,0,0,0
24113,google,L4,Technical Program Manager,168000,7.0,0.0,Full Stack,Female,7419,807.0,0,0,0,0,1,0,1,0,0,0
24114,salesforce,other,Software Engineer,275000,5.0,3.0,API Development (Back-End),Male,7419,807.0,1,0,0,0,0,1,0,0,0,0
24118,ibm,other,Software Engineer,120000,1.0,1.0,Distributed Systems (Back-End),Male,7422,807.0,0,1,0,0,0,1,0,0,0,0
24126,other,other,Data Scientist,57000,2.0,2.0,ML / AI,Female,17912,0.0,0,1,0,0,0,1,0,0,0,0
24134,other,L4,Software Engineer,145000,8.0,8.0,Distributed Systems (Back-End),Male,7422,807.0,0,1,0,0,0,0,1,0,0,0
24135,other,L2,other,88000,2.0,2.0,other,Male,42903,0.0,0,1,0,0,0,0,1,0,0,0
24138,microsoft,other,Software Engineer,85000,3.0,3.0,Full Stack,Male,1320,0.0,0,1,0,0,0,0,0,0,0,1
24143,other,other,Business Analyst,128000,6.0,6.0,other,Male,7416,825.0,1,0,0,0,0,0,1,0,0,0
24144,other,other,Product Manager,375000,10.0,1.0,API Development (Back-End),Female,7419,807.0,1,0,0,0,0,1,0,0,0,0
24145,amazon,L5,Software Engineer,215000,3.0,3.0,API Development (Back-End),Male,11527,819.0,1,0,0,0,0,0,1,0,0,0
24152,other,other,Product Manager,93000,8.0,8.0,other,Male,9194,613.0,0,1,0,0,0,0,1,0,0,0
24156,other,Senior Software Engineer,Software Engineer,213000,5.0,2.0,Distributed Systems (Back-End),Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
24159,amazon,other,Software Engineer,106000,0.0,0.0,Distributed Systems (Back-End),Male,3651,0.0,1,0,0,0,0,0,1,0,0,0
24161,other,other,Software Engineer,196000,1.0,1.0,Web Development (Front-End),Male,7419,807.0,0,1,0,0,0,1,0,0,0,0
24163,other,other,other,50000,3.0,2.0,other,Female,3518,0.0,1,0,0,0,0,1,0,0,0,0
24166,other,other,Software Engineer,49000,10.0,6.0,DevOps,Male,3643,0.0,0,1,0,0,0,0,1,0,0,0
24197,other,L1,Software Engineer,73000,2.0,2.0,other,Male,11039,623.0,0,0,0,1,0,0,0,0,0,1
24198,other,L1,Software Engineer,77000,1.0,1.0,other,Female,8816,506.0,0,1,0,0,0,0,1,0,0,0
24200,cisco,other,Product Manager,205000,12.0,2.0,other,Male,7304,807.0,1,0,0,0,0,1,0,0,0,0
24206,other,other,Software Engineer,125000,9.0,0.0,Distributed Systems (Back-End),Male,1206,0.0,0,1,0,0,0,0,1,0,0,0
24208,other,other,other,189000,6.0,2.0,Distributed Systems (Back-End),Female,7419,807.0,0,1,0,0,0,1,0,0,0,0
24209,intel,other,Hardware Engineer,145000,6.0,6.0,other,Male,7422,807.0,0,1,0,0,0,1,0,0,0,0
24213,other,other,Software Engineer,147000,5.0,4.0,DevOps,Male,9194,613.0,0,1,0,0,0,0,1,0,0,0
24215,amazon,L4,Software Engineer,142000,0.0,0.0,Web Development (Front-End),Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
24218,other,other,other,110000,15.0,10.0,other,Male,8774,622.0,1,0,0,0,0,1,0,0,0,0
24221,facebook,other,other,98000,7.0,0.0,other,Male,12008,0.0,0,0,0,1,0,0,1,0,0,0
24222,google,L4,Software Engineer,270000,4.0,2.0,API Development (Back-End),Male,7322,807.0,0,1,0,0,0,1,0,0,0,0
24223,facebook,other,other,258000,16.0,2.0,other,Female,10182,501.0,1,0,0,0,0,0,0,0,1,0
24224,amazon,L5,Software Engineer,320000,3.0,0.0,Full Stack,Female,7472,807.0,0,1,0,0,0,1,0,0,0,0
24225,other,other,Software Engineer,161000,7.0,4.0,API Development (Back-End),Male,7275,803.0,1,0,0,0,0,1,0,0,0,0
24226,other,other,Software Engineering Manager,410000,10.0,0.0,other,Male,10182,501.0,0,1,0,0,0,0,1,0,0,0
24228,other,other,Software Engineer,80000,1.0,1.0,Full Stack,Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
24235,other,other,Software Engineer,50000,5.0,3.0,Web Development (Front-End),Male,1384,0.0,1,0,0,0,0,0,1,0,0,0
24238,amazon,L5,Software Engineer,172000,8.0,2.0,Full Stack,Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
24239,microsoft,other,Solution Architect,183000,7.0,7.0,other,Male,11527,819.0,0,1,0,0,0,0,0,1,0,0
24241,other,other,Management Consultant,68000,2.0,2.0,other,Male,1320,0.0,0,1,0,0,0,1,0,0,0,0
24247,other,other,Software Engineer,115000,2.0,2.0,Distributed Systems (Back-End),Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
24249,apple,L4,Software Engineer,238000,7.0,0.0,other,Male,10965,635.0,0,1,0,0,0,1,0,0,0,0
24250,other,Senior Software Engineer,Software Engineer,180000,10.0,1.0,other,Female,7322,807.0,0,0,1,0,0,1,0,0,0,0
24251,amazon,L5,Solution Architect,110000,8.0,2.0,other,Male,6409,0.0,1,0,0,0,0,0,1,0,0,0
24252,other,other,Software Engineer,113000,0.0,0.0,other,Male,7839,524.0,0,1,0,0,0,1,0,0,0,0
24258,facebook,E5,Software Engineer,400000,4.0,4.0,ML / AI,Male,7300,807.0,0,1,0,0,0,1,0,0,0,0
24260,amazon,L6,Software Engineer,396000,8.0,8.0,ML / AI,Male,11527,819.0,0,0,1,0,0,1,0,0,0,0
24262,other,L4,Software Engineer,445000,5.0,1.0,ML / AI,Male,7419,807.0,1,0,0,0,0,0,1,0,0,0
24263,facebook,other,Software Engineer,231000,4.0,2.0,Web Development (Front-End),Male,10182,501.0,0,1,0,0,0,1,0,0,0,0
24269,other,other,Management Consultant,176000,23.0,19.0,other,Female,9592,560.0,0,1,0,0,0,0,0,0,0,1
24276,amazon,L5,Software Engineering Manager,330000,11.0,3.0,other,Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
24280,other,other,Software Engineer,166000,3.0,2.0,API Development (Back-End),Female,11527,819.0,0,1,0,0,0,1,0,0,0,0
24285,other,other,Software Engineering Manager,340000,15.0,2.0,Full Stack,Male,7472,807.0,1,0,0,0,0,0,0,1,0,0
24286,other,other,Software Engineer,87000,2.0,1.0,Distributed Systems (Back-End),Male,7046,753.0,0,1,0,0,0,0,0,1,0,0
24288,microsoft,other,Software Engineer,35000,8.0,4.0,Distributed Systems (Back-End),Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
24292,other,other,Software Engineer,157000,2.0,2.0,ML / AI,Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
24293,other,other,Hardware Engineer,200000,15.0,4.0,other,Male,1317,560.0,1,0,0,0,0,1,0,0,0,0
24294,apple,other,Software Engineer,185000,2.0,2.0,Distributed Systems (Back-End),Female,7158,807.0,0,1,0,0,0,0,0,1,0,0
24295,other,L4,other,194000,7.0,3.0,other,Male,41948,807.0,1,0,0,0,0,0,1,0,0,0
24296,other,other,Solution Architect,150000,10.0,5.0,Full Stack,Male,7416,825.0,0,1,0,0,0,1,0,0,0,0
24297,oracle,other,Product Designer,190000,15.0,3.0,Web Development (Front-End),Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
24298,other,other,Business Analyst,115000,4.0,2.0,other,Male,40303,511.0,1,0,0,0,0,1,0,0,0,0
24300,other,L5,other,190000,10.0,3.0,other,Female,7042,753.0,0,1,0,0,0,0,1,0,0,0
24301,amazon,L7,Product Manager,359000,20.0,1.0,Full Stack,Male,11527,819.0,0,0,1,0,0,0,1,0,0,0
24302,other,other,Software Engineer,225000,10.0,3.0,Distributed Systems (Back-End),Male,7472,807.0,1,0,0,0,0,1,0,0,0,0
24311,amazon,L6,Solution Architect,234000,20.0,1.0,other,Female,10182,501.0,0,1,0,0,0,0,0,0,1,0
24313,ibm,other,Software Engineer,92000,0.0,0.0,other,Female,40303,511.0,0,1,0,0,0,1,0,0,0,0
24316,ibm,other,Software Engineer,107000,2.0,2.0,Full Stack,Female,40303,511.0,0,1,0,0,0,1,0,0,0,0
24318,intel,other,Technical Program Manager,250000,18.0,8.0,other,Female,7434,807.0,1,0,0,0,0,1,0,0,0,0
24320,facebook,other,Software Engineer,247000,2.0,2.0,Distributed Systems (Back-End),Male,7300,807.0,0,1,0,0,0,1,0,0,0,0
24322,other,other,Product Designer,249000,17.0,2.0,Web Development (Front-End),Female,7440,807.0,0,1,0,0,0,0,1,0,0,0
24323,other,other,Data Scientist,147000,3.0,2.0,other,Female,7419,807.0,1,0,0,0,0,1,0,0,0,0
24327,amazon,L6,Software Engineering Manager,320000,9.0,5.0,Full Stack,Male,11527,819.0,0,0,1,0,0,0,0,0,0,1
24332,google,L3,Software Engineer,184000,2.0,1.0,other,Female,7413,807.0,0,1,0,0,0,0,0,1,0,0
24334,microsoft,other,Product Manager,571000,19.0,12.0,Full Stack,Male,11521,819.0,1,0,0,0,0,1,0,0,0,0
24338,other,L3,Business Analyst,131000,3.0,1.0,Product,Female,7419,807.0,0,1,0,0,0,0,0,0,0,1
24339,other,IC4,other,229000,15.0,2.0,other,Female,7434,807.0,0,1,0,0,0,1,0,0,0,0
24340,facebook,other,Software Engineer,380000,10.0,0.0,ML / AI,Male,7300,807.0,1,0,0,0,0,1,0,0,0,0
24341,other,L3,Product Designer,304000,9.0,2.0,other,Male,7419,807.0,0,1,0,0,0,0,1,0,0,0
24347,facebook,other,Software Engineering Manager,510000,20.0,7.0,other,Male,7300,807.0,0,0,0,0,1,0,1,0,0,0
24349,apple,other,Hardware Engineer,181000,0.0,0.0,other,Male,7158,807.0,1,0,0,0,0,0,0,0,0,1
24354,other,other,Management Consultant,115000,7.0,3.0,other,Male,8816,506.0,1,0,0,0,0,0,1,0,0,0
24355,amazon,L5,Software Engineer,138000,10.0,2.0,Full Stack,Male,4364,0.0,1,0,0,0,0,1,0,0,0,0
24356,amazon,L5,Software Engineer,350000,3.0,0.0,Distributed Systems (Back-End),Male,7351,807.0,0,1,0,0,0,1,0,0,0,0
24357,other,other,Software Engineer,355000,10.0,0.0,API Development (Back-End),Male,11497,819.0,0,1,0,0,0,1,0,0,0,0
24360,google,L3,other,130000,5.0,3.0,other,Male,10965,635.0,0,1,0,0,0,1,0,0,0,0
24361,amazon,L5,Software Engineer,240000,6.0,0.0,API Development (Back-End),Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
24364,microsoft,other,Product Manager,228000,15.0,4.0,ML / AI,Male,11521,819.0,1,0,0,0,0,1,0,0,0,0
24366,other,L4,other,149000,4.0,3.0,other,Female,8198,602.0,0,1,0,0,0,1,0,0,0,0
24368,ibm,other,Software Engineer,195000,4.0,4.0,other,Male,41596,501.0,0,0,1,0,0,0,1,0,0,0
24369,other,other,Software Engineer,99000,14.0,14.0,Full Stack,Female,11470,819.0,0,1,0,0,0,0,1,0,0,0
24373,google,L4,Software Engineer,279000,4.0,0.0,Full Stack,Male,11527,819.0,1,0,0,0,0,1,0,0,0,0
24375,other,other,Software Engineer,164000,2.0,2.0,other,Female,10965,635.0,1,0,0,0,0,1,0,0,0,0
24376,amazon,L5,Software Engineer,256000,6.0,5.0,Distributed Systems (Back-End),Male,10965,635.0,1,0,0,0,0,1,0,0,0,0
24386,other,other,Software Engineering Manager,130000,12.0,12.0,Full Stack,Male,7229,803.0,0,0,0,0,1,0,1,0,0,0
24388,other,L5,Software Engineer,377000,5.0,3.0,Distributed Systems (Back-End),Female,7419,807.0,0,1,0,0,0,0,0,0,1,0
24389,apple,other,Software Engineer,216000,4.0,0.0,API Development (Back-End),Male,7472,807.0,0,1,0,0,0,1,0,0,0,0
24390,other,L1,Software Engineer,122000,4.0,2.0,API Development (Back-End),Male,8864,506.0,1,0,0,0,0,1,0,0,0,0
24392,other,L1,Software Engineer,94000,0.0,0.0,Distributed Systems (Back-End),Male,8198,602.0,0,1,0,0,0,0,1,0,0,0
24398,amazon,L5,Software Engineer,150000,4.0,3.0,Distributed Systems (Back-End),Male,1320,0.0,0,1,0,0,0,0,1,0,0,0
24399,other,L4,Product Manager,250000,10.0,1.0,Full Stack,Female,8816,506.0,1,0,0,0,0,1,0,0,0,0
24402,other,other,Software Engineer,141000,3.0,0.0,Distributed Systems (Back-End),Male,10965,635.0,1,0,0,0,0,1,0,0,0,0
24403,oracle,other,Software Engineer,330000,14.0,2.0,API Development (Back-End),Male,11527,819.0,0,1,0,0,0,0,1,0,0,0
24404,other,L4,Software Engineer,207000,4.0,4.0,Full Stack,Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
24405,amazon,L5,Software Engineer,240000,4.0,0.0,Full Stack,Male,11527,819.0,0,1,0,0,0,1,0,0,0,0
24406,other,Senior Software Engineer,Software Engineer,140000,13.0,1.0,API Development (Back-End),Male,6924,670.0,0,1,0,0,0,1,0,0,0,0
24407,other,other,Software Engineer,116000,0.0,0.0,Full Stack,Male,8198,602.0,0,1,0,0,0,1,0,0,0,0
24408,other,other,Software Engineer,136000,5.0,0.0,API Development (Back-End),Male,11412,511.0,0,1,0,0,0,0,1,0,0,0
24413,other,other,Software Engineer,33000,9.0,3.0,DevOps,Male,4058,0.0,0,1,0,0,0,1,0,0,0,0
24421,other,other,Software Engineer,320000,20.0,2.0,Distributed Systems (Back-End),Male,7427,807.0,1,0,0,0,0,1,0,0,0,0
24422,amazon,L5,Software Engineer,241000,0.0,0.0,other,Male,11527,819.0,0,0,1,0,0,1,0,0,0,0
24423,other,other,Software Engineer,143000,2.0,2.0,Full Stack,Male,40303,511.0,0,1,0,0,0,0,1,0,0,0
24426,google,L3,Software Engineer,179000,3.0,0.0,Full Stack,Male,7839,524.0,0,1,0,0,0,0,0,0,0,1
24429,other,other,Product Manager,157000,4.0,1.0,other,Male,11470,819.0,1,0,0,0,0,1,0,0,0,0
24432,other,other,Software Engineer,64000,0.0,0.0,other,Male,3651,0.0,1,0,0,0,0,0,0,1,0,0
24433,other,other,Software Engineer,364000,15.0,0.0,other,Male,7275,803.0,1,0,0,0,0,1,0,0,0,0
